,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.832235939643347,0.8322359396433467
1,KNN,N=5,0.7925925925925925,0.7925925925925926
2,KNN,N=7,0.777914951989026,0.777914951989026
3,KNN,N=9,0.7671467764060356,0.7671467764060357
4,KNN,N=11,0.7580246913580247,0.7580246913580246
5,Decision Trees,Depth=7,0.7497256515775034,0.7497256515775033
6,Decision Trees,Depth=6,0.7386831275720164,0.7386831275720165
7,SVM,"Kernel rbf, gamma auto",0.7375857338820302,0.7375857338820302
8,Decision Trees,Depth=5,0.7372427983539094,0.7372427983539095
9,Decision Trees,Depth=4,0.7318244170096022,0.7318244170096021
10,Decision Trees,Depth=3,0.7292866941015089,0.7292866941015089
11,SVM,Kernel linear,0.7276406035665295,0.7276406035665295
12,SVM,Kernel polinomial grau 3,0.7082304526748971,0.708230452674897
13,SVM,Kernel sigmoide,0.6604938271604939,0.6604938271604939
14,SVM,Kernel polinomial grau 2,0.6486968449931412,0.6486968449931412
15,GaussianNB,Var smoothing 1e-8,0.6231138545953361,0.6231138545953361
16,GaussianNB,Var smoothing 1e-7,0.6231138545953361,0.6231138545953361
17,GaussianNB,Var smoothing 1e-6,0.6231138545953361,0.6231138545953361
18,GaussianNB,Var smoothing 1e-5,0.6231138545953361,0.6231138545953361
19,GaussianNB,Var smoothing 1e-9,0.6231138545953361,0.6231138545953361
