,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8271486040469096,0.827146060217809
1,KNN,N=5,0.794006380353327,0.7939952354260089
2,KNN,N=7,0.7738561009620689,0.7738589045483664
3,KNN,N=9,0.7586340425958809,0.7586222773862908
4,KNN,N=11,0.7532609022782678,0.7532541239590007
5,Decision Trees,Depth=6,0.7498981751788204,0.7498768818065342
6,Decision Trees,Depth=7,0.7485538868992085,0.7485045643818065
7,Decision Trees,Depth=5,0.7387029624502162,0.7386871396540681
8,SVM,"Kernel rbf, gamma auto",0.7348968208585388,0.7348934977578475
9,Decision Trees,Depth=4,0.7286288259547958,0.7285874439461882
10,Decision Trees,Depth=3,0.727735476168979,0.7277045964125561
11,SVM,Kernel linear,0.718995595951084,0.7189852258167841
12,SVM,Kernel polinomial grau 3,0.7048885946168277,0.7049107142857143
13,SVM,Kernel polinomial grau 2,0.6634624452001885,0.6634719330557335
14,SVM,Kernel sigmoide,0.6462445200188602,0.646215366752082
15,GaussianNB,Var smoothing 1e-7,0.63010302866143,0.630103899743754
16,GaussianNB,Var smoothing 1e-6,0.63010302866143,0.630103899743754
17,GaussianNB,Var smoothing 1e-5,0.63010302866143,0.630103899743754
18,GaussianNB,Var smoothing 1e-8,0.63010302866143,0.630103899743754
19,GaussianNB,Var smoothing 1e-9,0.63010302866143,0.630103899743754
