,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8312703902556555,0.831269710949514
1,KNN,N=5,0.7961843360509487,0.7961828361612844
2,KNN,N=7,0.7782593884714064,0.7782593113873901
3,KNN,N=9,0.7605897057291326,0.7605887709489926
4,KNN,N=11,0.7514668774338069,0.7514656149816248
5,Decision Trees,Depth=7,0.7496165329565138,0.7496175098391846
6,Decision Trees,Depth=6,0.7420253750830262,0.7420263507701931
7,Decision Trees,Depth=5,0.737369193050545,0.7373703312742721
8,Decision Trees,Depth=4,0.7350719316124662,0.7350712363489458
9,SVM,"Kernel rbf, gamma auto",0.7343063812953388,0.7343059302264966
10,Decision Trees,Depth=3,0.7320740756417436,0.7320749276722183
11,SVM,Kernel linear,0.7196974753526171,0.7196961255766674
12,SVM,Kernel polinomial grau 3,0.7092999915345845,0.7092990069591054
13,SVM,Kernel sigmoide,0.6601802726514985,0.6601794022206584
14,SVM,Kernel polinomial grau 2,0.6436577351106365,0.6436594273724816
15,GaussianNB,Var smoothing 1e-8,0.613483860359715,0.6134841628222171
16,GaussianNB,Var smoothing 1e-7,0.613483860359715,0.6134841628222171
17,GaussianNB,Var smoothing 1e-6,0.613483860359715,0.6134841628222171
18,GaussianNB,Var smoothing 1e-5,0.613483860359715,0.6134841628222171
19,GaussianNB,Var smoothing 1e-9,0.613483860359715,0.6134841628222171
