,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8233301019524097,0.8233274235004974
1,KNN,N=5,0.7924032107750162,0.792403050599426
2,KNN,N=7,0.770056572581967,0.7700605992382882
3,KNN,N=9,0.7578096388814738,0.7578206787865144
4,Decision Trees,Depth=6,0.7440277992422646,0.7440132455301025
5,KNN,N=11,0.7437243304250905,0.7437355771936736
6,Decision Trees,Depth=7,0.7423446712655304,0.7423425451680081
7,Decision Trees,Depth=5,0.7369864328832816,0.7369922703138777
8,SVM,"Kernel rbf, gamma auto",0.7296348071240242,0.7296457852573123
9,Decision Trees,Depth=4,0.7291805405304148,0.7291884767640384
10,Decision Trees,Depth=3,0.7261179875521587,0.7261317798915593
11,SVM,Kernel polinomial grau 3,0.7169329043558078,0.7169494943809684
12,SVM,Kernel linear,0.7140237248924044,0.7140330387797602
13,SVM,Kernel polinomial grau 2,0.6451339618135071,0.6451318924598037
14,SVM,Kernel sigmoide,0.6437564100762887,0.6437707547700793
15,GaussianNB,Var smoothing 1e-7,0.6263018016119439,0.6263011012926587
16,GaussianNB,Var smoothing 1e-6,0.6263018016119439,0.6263011012926587
17,GaussianNB,Var smoothing 1e-5,0.6263018016119439,0.6263011012926587
18,GaussianNB,Var smoothing 1e-8,0.6263018016119439,0.6263011012926587
19,GaussianNB,Var smoothing 1e-9,0.6263018016119439,0.6263011012926587
