,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8258406853343562,0.8258396144182946
1,KNN,N=5,0.803086561820739,0.8030905501717684
2,KNN,N=7,0.7823583940672547,0.7823501512587808
3,KNN,N=9,0.7697167881345097,0.7697161975080757
4,Decision Trees,Depth=7,0.7659301879555045,0.7659283187201968
5,KNN,N=11,0.7639074287175553,0.7638965800133313
6,Decision Trees,Depth=6,0.7446963303925329,0.7446956878428959
7,Decision Trees,Depth=5,0.7401457614115843,0.7401297236322616
8,SVM,"Kernel rbf, gamma auto",0.7307831479350467,0.7307914167051223
9,Decision Trees,Depth=4,0.7287642245237183,0.7287853150797314
10,Decision Trees,Depth=3,0.7267440225035162,0.7267676767676767
11,SVM,Kernel linear,0.7226997826364915,0.722720863456904
12,SVM,Kernel polinomial grau 3,0.6911008822401227,0.6911218786853304
13,SVM,Kernel sigmoide,0.6595109321058688,0.6595062298107983
14,SVM,Kernel polinomial grau 2,0.6567197289349187,0.6567246064707993
15,GaussianNB,Var smoothing 1e-9,0.6491331031837361,0.6491347485002307
16,GaussianNB,Var smoothing 1e-8,0.6491331031837361,0.6491347485002307
17,GaussianNB,Var smoothing 1e-7,0.6491331031837361,0.6491347485002307
18,GaussianNB,Var smoothing 1e-6,0.6491331031837361,0.6491347485002307
19,GaussianNB,Var smoothing 1e-5,0.6491331031837361,0.6491347485002307
