,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8311597384823072,0.8311581839637091
1,KNN,N=5,0.7973355153127245,0.7973339220214645
2,KNN,N=7,0.7802489108982141,0.7802479815455594
3,KNN,N=9,0.7682426381516786,0.7682415406048303
4,KNN,N=11,0.7609107409623542,0.7609101757806777
5,Decision Trees,Depth=7,0.7518474084774697,0.7518466427462168
6,Decision Trees,Depth=6,0.7469413864009201,0.746944881742943
7,Decision Trees,Depth=5,0.7405916131499796,0.7405947747934929
8,SVM,"Kernel rbf, gamma auto",0.7383984839863057,0.738397716103151
9,Decision Trees,Depth=4,0.7381671373114477,0.7381660366904539
10,Decision Trees,Depth=3,0.7355125141759807,0.7355130776668771
11,SVM,Kernel linear,0.7269116751444917,0.7269109722410905
12,SVM,Kernel polinomial grau 3,0.7091323300314902,0.7091303930891741
13,SVM,Kernel sigmoide,0.6678023665059055,0.6678006904432742
14,SVM,Kernel polinomial grau 2,0.6527372136318629,0.6527384653086883
15,GaussianNB,Var smoothing 1e-8,0.6143507567408371,0.6143494063839365
16,GaussianNB,Var smoothing 1e-7,0.6143507567408371,0.6143494063839365
17,GaussianNB,Var smoothing 1e-6,0.6143507567408371,0.6143494063839365
18,GaussianNB,Var smoothing 1e-5,0.6143507567408371,0.6143494063839365
19,GaussianNB,Var smoothing 1e-9,0.6143507567408371,0.6143494063839365
