,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8317273130238556,0.8317292525109451
1,KNN,N=5,0.7851871776273371,0.7851874356167912
2,KNN,N=7,0.7620595583494519,0.7620593774143704
3,KNN,N=9,0.7502836879432624,0.7502901268349215
4,KNN,N=11,0.7474445921985816,0.7474496201390679
5,Decision Trees,Depth=7,0.7433323259187621,0.7433383498583568
6,Decision Trees,Depth=6,0.7383663765312702,0.738392914627865
7,Decision Trees,Depth=5,0.7316987024500322,0.7316998776719033
8,Decision Trees,Depth=4,0.726733357511283,0.7267645023177954
9,SVM,"Kernel rbf, gamma auto",0.7267307382333978,0.7267258723924799
10,Decision Trees,Depth=3,0.7257386363636363,0.7257472476178212
11,SVM,Kernel polinomial grau 3,0.7097060364281109,0.7096989280195725
12,SVM,Kernel linear,0.7092784896840747,0.7092744012361576
13,SVM,Kernel sigmoide,0.6434441489361703,0.6434526300540819
14,SVM,Kernel polinomial grau 2,0.6357859848484848,0.6357801635333507
15,GaussianNB,Var smoothing 1e-8,0.6157759107027723,0.6157666430594901
16,GaussianNB,Var smoothing 1e-7,0.6157759107027723,0.6157666430594901
17,GaussianNB,Var smoothing 1e-6,0.6157759107027723,0.6157666430594901
18,GaussianNB,Var smoothing 1e-5,0.6157759107027723,0.6157666430594901
19,GaussianNB,Var smoothing 1e-9,0.6157759107027723,0.6157666430594901
