,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8204658901830284,0.8204568106312292
1,KNN,N=5,0.7793677204658902,0.7793632336655592
2,KNN,N=7,0.7585690515806989,0.7585553709856035
3,Decision Trees,Depth=7,0.7495840266222962,0.7495725359911407
4,Decision Trees,Depth=6,0.7435940099833611,0.743580287929125
5,KNN,N=9,0.742595673876872,0.7425913621262459
6,KNN,N=11,0.7386023294509152,0.7385897009966776
7,Decision Trees,Depth=5,0.7374376039933445,0.7374285714285714
8,Decision Trees,Depth=4,0.7356073211314477,0.7355913621262459
9,Decision Trees,Depth=3,0.7261231281198004,0.726122369878184
10,SVM,"Kernel rbf, gamma auto",0.7204658901830283,0.7204568106312291
11,SVM,Kernel linear,0.7139767054908487,0.7139745293466224
12,SVM,Kernel polinomial grau 3,0.7134775374376041,0.7134673311184939
13,SVM,Kernel sigmoide,0.6517470881863561,0.6517613510520486
14,SVM,Kernel polinomial grau 2,0.6450915141430948,0.6450847176079734
15,GaussianNB,Var smoothing 1e-9,0.6226289517470882,0.6226284606866003
16,GaussianNB,Var smoothing 1e-8,0.6226289517470882,0.6226284606866003
17,GaussianNB,Var smoothing 1e-7,0.6226289517470882,0.6226284606866003
18,GaussianNB,Var smoothing 1e-6,0.6226289517470882,0.6226284606866003
19,GaussianNB,Var smoothing 1e-5,0.6226289517470882,0.6226284606866003
