,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8275759822090437,0.8275764369710957
1,KNN,N=5,0.7900667160859897,0.7900648422903616
2,KNN,N=7,0.7710896960711638,0.7710900098911969
3,KNN,N=9,0.7592290585618977,0.7592299153753159
4,KNN,N=11,0.7555967383246849,0.7555952302450819
5,Decision Trees,Depth=7,0.7541882876204595,0.7541861743048687
6,Decision Trees,Depth=6,0.7450704225352113,0.7450631937575558
7,Decision Trees,Depth=5,0.7369162342475908,0.7369163644356522
8,Decision Trees,Depth=4,0.7367679762787249,0.736757775579734
9,SVM,"Kernel rbf, gamma auto",0.7354336545589326,0.735431366084185
10,Decision Trees,Depth=3,0.7291326908821348,0.7291205626991977
11,SVM,Kernel linear,0.7240919199406969,0.7240908891086932
12,SVM,Kernel polinomial grau 3,0.7060044477390661,0.7060079129574678
13,SVM,Kernel polinomial grau 2,0.6601186063750927,0.6601159468073414
14,SVM,Kernel sigmoide,0.6567828020756117,0.6567836025936916
15,GaussianNB,Var smoothing 1e-8,0.6276501111934767,0.6276536982085943
16,GaussianNB,Var smoothing 1e-7,0.6276501111934767,0.6276536982085943
17,GaussianNB,Var smoothing 1e-6,0.6276501111934767,0.6276536982085943
18,GaussianNB,Var smoothing 1e-5,0.6276501111934767,0.6276536982085943
19,GaussianNB,Var smoothing 1e-9,0.6276501111934767,0.6276536982085943
