,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.816624429478791,0.8166275453693448
1,KNN,N=5,0.7825892353685913,0.7825903126863765
2,KNN,N=7,0.7674320428116987,0.767434182499787
3,KNN,N=9,0.7553633781239028,0.7553657237795007
4,KNN,N=11,0.7481432659878927,0.7481496549373776
5,Decision Trees,Depth=7,0.7433989765195281,0.7434052568799523
6,SVM,"Kernel rbf, gamma auto",0.7342197823242157,0.7342227570929539
7,Decision Trees,Depth=6,0.7333938697562584,0.7333933287892989
8,Decision Trees,Depth=5,0.7284431819390805,0.7284423191616257
9,Decision Trees,Depth=3,0.7268965774047004,0.7269063644883701
10,Decision Trees,Depth=4,0.7255564776100348,0.7255614722671891
11,SVM,Kernel linear,0.7223600693668677,0.7223624009542472
12,SVM,Kernel polinomial grau 3,0.714211164661198,0.7142142370282014
13,SVM,Kernel sigmoide,0.658106986690498,0.6581098236346596
14,SVM,Kernel polinomial grau 2,0.6560461949294096,0.6560492459742694
15,GaussianNB,Var smoothing 1e-8,0.6227299905312098,0.6227360057936441
16,GaussianNB,Var smoothing 1e-7,0.6227299905312098,0.6227360057936441
17,GaussianNB,Var smoothing 1e-6,0.6227299905312098,0.6227360057936441
18,GaussianNB,Var smoothing 1e-5,0.6227299905312098,0.6227360057936441
19,GaussianNB,Var smoothing 1e-9,0.6227299905312098,0.6227360057936441
