,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.830722891566265,0.8307228915662652
1,KNN,N=5,0.7913654618473895,0.7913654618473895
2,KNN,N=7,0.7650602409638554,0.7650602409638554
3,KNN,N=9,0.7584337349397591,0.758433734939759
4,Decision Trees,Depth=7,0.758433734939759,0.758433734939759
5,Decision Trees,Depth=6,0.7467871485943777,0.7467871485943776
6,KNN,N=11,0.746586345381526,0.746586345381526
7,Decision Trees,Depth=5,0.7389558232931727,0.7389558232931727
8,SVM,"Kernel rbf, gamma auto",0.7347389558232932,0.7347389558232932
9,Decision Trees,Depth=4,0.7303212851405623,0.7303212851405622
10,Decision Trees,Depth=3,0.7248995983935742,0.7248995983935742
11,SVM,Kernel linear,0.7188755020080322,0.7188755020080321
12,SVM,Kernel polinomial grau 3,0.7114457831325302,0.71144578313253
13,SVM,Kernel sigmoide,0.6606425702811245,0.6606425702811245
14,SVM,Kernel polinomial grau 2,0.6375502008032128,0.6375502008032129
15,GaussianNB,Var smoothing 1e-9,0.6180722891566266,0.6180722891566265
16,GaussianNB,Var smoothing 1e-8,0.6180722891566266,0.6180722891566265
17,GaussianNB,Var smoothing 1e-7,0.6180722891566266,0.6180722891566265
18,GaussianNB,Var smoothing 1e-6,0.6180722891566266,0.6180722891566265
19,GaussianNB,Var smoothing 1e-5,0.6180722891566266,0.6180722891566265
