,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8269004802119557,0.8269064366290644
1,KNN,N=5,0.7952260307998011,0.7952282680822826
2,KNN,N=7,0.7799384003974168,0.7799382879893829
3,KNN,N=9,0.7670134128166916,0.7670126078301261
4,Decision Trees,Depth=7,0.763926146713032,0.7639289980092899
5,KNN,N=11,0.7611876138433515,0.7611891174518912
6,Decision Trees,Depth=6,0.7562844841861235,0.7562727272727272
7,SVM,"Kernel rbf, gamma auto",0.7402629574432853,0.740260783012608
8,Decision Trees,Depth=5,0.7400824639841034,0.7400829462508295
9,Decision Trees,Depth=3,0.7355297234641498,0.735513603185136
10,Decision Trees,Depth=4,0.7344411326378539,0.7344538818845388
11,SVM,Kernel linear,0.7306169895678093,0.7306124751161247
12,SVM,Kernel polinomial grau 3,0.7300721973836728,0.7300889183808892
13,SVM,Kernel sigmoide,0.6623530385825468,0.6623530192435302
14,SVM,Kernel polinomial grau 2,0.660347408511343,0.6603563370935632
15,GaussianNB,Var smoothing 1e-9,0.6228590826295743,0.6228633045786329
16,GaussianNB,Var smoothing 1e-8,0.6228590826295743,0.6228633045786329
17,GaussianNB,Var smoothing 1e-7,0.6228590826295743,0.6228633045786329
18,GaussianNB,Var smoothing 1e-6,0.6228590826295743,0.6228633045786329
19,GaussianNB,Var smoothing 1e-5,0.6228590826295743,0.6228633045786329
