,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8330163475131183,0.8330176992157388
1,KNN,N=5,0.7917618157175216,0.7917620562039704
2,KNN,N=7,0.7714922427315365,0.7714932255412597
3,KNN,N=9,0.7618351204652726,0.7618353904665458
4,KNN,N=11,0.7572439788685597,0.7572426829302984
5,Decision Trees,Depth=7,0.7553958307125145,0.7553951743893316
6,Decision Trees,Depth=6,0.7472294302144346,0.7472277771298368
7,Decision Trees,Depth=5,0.7455597464966315,0.7455642442844505
8,Decision Trees,Depth=4,0.7427573359829368,0.7427578148779233
9,Decision Trees,Depth=3,0.7387638121596045,0.7387662463268866
10,SVM,"Kernel rbf, gamma auto",0.7345898693890489,0.7345917688121728
11,SVM,Kernel linear,0.7242776312488317,0.7242796715034661
12,SVM,Kernel polinomial grau 3,0.705319533789196,0.7053192230778202
13,SVM,Kernel sigmoide,0.6637662464116991,0.6637656062877445
14,SVM,Kernel polinomial grau 2,0.655718182548296,0.6557208120816633
15,GaussianNB,Var smoothing 1e-8,0.622988188369179,0.6229865790903479
16,GaussianNB,Var smoothing 1e-7,0.622988188369179,0.6229865790903479
17,GaussianNB,Var smoothing 1e-6,0.622988188369179,0.6229865790903479
18,GaussianNB,Var smoothing 1e-5,0.622988188369179,0.6229865790903479
19,GaussianNB,Var smoothing 1e-9,0.622988188369179,0.6229865790903479
