,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8307407212668176,0.8307397080449231
1,KNN,N=5,0.7941596278867136,0.794159332717056
2,KNN,N=7,0.7764832765598924,0.7764835120787833
3,KNN,N=9,0.7644583550850099,0.7644582146498619
4,KNN,N=11,0.7600945305956892,0.7600946712060745
5,Decision Trees,Depth=7,0.7557323335699414,0.7557334450648969
6,Decision Trees,Depth=6,0.7496916269502959,0.7496930513489206
7,Decision Trees,Depth=5,0.7455526741104347,0.7455511547682573
8,Decision Trees,Depth=4,0.7393437127952438,0.7393451052305905
9,SVM,"Kernel rbf, gamma auto",0.7389516505610367,0.7389517274551507
10,Decision Trees,Depth=3,0.7385609028166387,0.7385624832465283
11,SVM,Kernel linear,0.7301143981702302,0.7301157273449224
12,SVM,Kernel polinomial grau 3,0.7076858219129207,0.7076862422370362
13,SVM,Kernel sigmoide,0.6700405551403438,0.6700418492325344
14,SVM,Kernel polinomial grau 2,0.6698173109544572,0.6698165072111952
15,GaussianNB,Var smoothing 1e-8,0.6056050158427319,0.605606243940567
16,GaussianNB,Var smoothing 1e-7,0.6056050158427319,0.605606243940567
17,GaussianNB,Var smoothing 1e-6,0.6056050158427319,0.605606243940567
18,GaussianNB,Var smoothing 1e-5,0.6056050158427319,0.605606243940567
19,GaussianNB,Var smoothing 1e-9,0.6056050158427319,0.605606243940567
