,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8252643867600604,0.8252621928859553
1,KNN,N=5,0.7876004517084039,0.7875999266593325
2,KNN,N=7,0.7690796441270278,0.7690804913824716
3,KNN,N=9,0.7593244212486076,0.7593249602738052
4,KNN,N=11,0.7506807672938699,0.7506817626207065
5,Decision Trees,Depth=7,0.7475946527491645,0.747598704314876
6,Decision Trees,Depth=6,0.7405547162325078,0.7405534164527564
7,Decision Trees,Depth=5,0.7336400677562604,0.7336456423420119
8,Decision Trees,Depth=3,0.731295609577439,0.7312981298129813
9,Decision Trees,Depth=4,0.7310485433930016,0.7310530497494195
10,SVM,"Kernel rbf, gamma auto",0.7304295807962886,0.7304324043515462
11,SVM,Kernel polinomial grau 3,0.7212924048894382,0.7212923236768122
12,SVM,Kernel linear,0.7173390407300584,0.7173435399095466
13,SVM,Kernel sigmoide,0.6534966198171801,0.6534937660432709
14,SVM,Kernel polinomial grau 2,0.6515226846129194,0.6515245691235789
15,GaussianNB,Var smoothing 1e-8,0.6185528544613834,0.6185588558855886
16,GaussianNB,Var smoothing 1e-7,0.6185528544613834,0.6185588558855886
17,GaussianNB,Var smoothing 1e-6,0.6185528544613834,0.6185588558855886
18,GaussianNB,Var smoothing 1e-5,0.6185528544613834,0.6185588558855886
19,GaussianNB,Var smoothing 1e-9,0.6185528544613834,0.6185588558855886
