,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8284642446241918,0.8284604712279746
1,KNN,N=5,0.7923067104494732,0.7923029677157815
2,KNN,N=7,0.7698308661791808,0.7698282520112111
3,KNN,N=11,0.7612374850064871,0.7612360473324806
4,KNN,N=9,0.7597173263812392,0.7597172422469648
5,Decision Trees,Depth=7,0.7542969310071095,0.7542978060151111
6,Decision Trees,Depth=6,0.7462323880863206,0.746232605033794
7,Decision Trees,Depth=5,0.7443153166385155,0.7443133050959999
8,SVM,"Kernel rbf, gamma auto",0.7327474497914023,0.7327478804526361
9,Decision Trees,Depth=3,0.7300370335400078,0.7300382497046962
10,Decision Trees,Depth=4,0.7288465136366656,0.7288519671775947
11,SVM,Kernel linear,0.7225669855957364,0.7225682868186171
12,SVM,Kernel polinomial grau 3,0.7043889903027378,0.7043872708337701
13,SVM,Kernel sigmoide,0.6569284455355174,0.6569284561028286
14,SVM,Kernel polinomial grau 2,0.6493911672034607,0.6493891230350939
15,GaussianNB,Var smoothing 1e-8,0.6171333452232328,0.6171337359250174
16,GaussianNB,Var smoothing 1e-7,0.6171333452232328,0.6171337359250174
17,GaussianNB,Var smoothing 1e-6,0.6171333452232328,0.6171337359250174
18,GaussianNB,Var smoothing 1e-5,0.6171333452232328,0.6171337359250174
19,GaussianNB,Var smoothing 1e-9,0.6171333452232328,0.6171337359250174
