,Algoritmo,Parametrização,Acuracia,Recall
0,Logistic Regression,Logistic Regression,0.9073804949406945,0.5
1,Logistic Regression,"Logistic Regression, fit_intercetp=False",0.9073804949406945,0.5
2,Logistic Regression,"Logistic Regression, Weights Balanced",0.6506380648259158,0.6920138752222509
