,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8220881401682469,0.8220796274813097
1,KNN,N=5,0.7887071753689311,0.7887022535876944
2,KNN,N=7,0.7641356569243964,0.7641332602904528
3,KNN,N=9,0.7495356940258582,0.7495332774770131
4,Decision Trees,Depth=7,0.7480305307390988,0.7480383152874451
5,KNN,N=11,0.7402643613574833,0.7402664990977057
6,Decision Trees,Depth=6,0.7382934134151358,0.7382999806651199
7,Decision Trees,Depth=5,0.7282081338233594,0.7282093215605397
8,Decision Trees,Depth=4,0.7273967409860923,0.7274020903153734
9,SVM,"Kernel rbf, gamma auto",0.7263553459711307,0.7263580067886912
10,Decision Trees,Depth=3,0.7233400456509289,0.7233414969493857
11,SVM,Kernel linear,0.7140711326431027,0.7140733758700695
12,SVM,Kernel polinomial grau 3,0.7139533758297419,0.7139501160092807
13,SVM,Kernel sigmoide,0.6533373840243255,0.6533430544813956
14,SVM,Kernel polinomial grau 2,0.6480052587289254,0.6479950803471685
15,GaussianNB,Var smoothing 1e-9,0.6142792234502745,0.6142739752513534
16,GaussianNB,Var smoothing 1e-8,0.6142792234502745,0.6142739752513534
17,GaussianNB,Var smoothing 1e-7,0.6142792234502745,0.6142739752513534
18,GaussianNB,Var smoothing 1e-6,0.6142792234502745,0.6142739752513534
19,GaussianNB,Var smoothing 1e-5,0.6142792234502745,0.6142739752513534
