,Algoritmo,Parametrização,Acuracia,Recall
0,Logistic Regression,Logistic Regression,0.9074861084406847,0.5
1,Logistic Regression,"Logistic Regression, fit_intercetp=False",0.9074861084406847,0.5
2,Logistic Regression,"Logistic Regression, Weights Balanced",0.6499433466936833,0.692421595179189
