,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8211569753840555,0.8211577320658666
1,KNN,N=5,0.7847923110914715,0.784792348449431
2,KNN,N=7,0.7665700137766109,0.766571346943016
3,KNN,N=9,0.7510889371214681,0.7510900732429484
4,Decision Trees,Depth=7,0.7481055860258377,0.7481097085865669
5,Decision Trees,Depth=6,0.7477826154765926,0.7477836216300453
6,KNN,N=11,0.747461399495724,0.7474640278427096
7,Decision Trees,Depth=5,0.7413322372696317,0.7413320087268194
8,Decision Trees,Depth=4,0.7357685659327806,0.7357702197288453
9,Decision Trees,Depth=3,0.7311732213875388,0.731173445535297
10,SVM,"Kernel rbf, gamma auto",0.7308505757583634,0.7308507350267519
11,SVM,Kernel linear,0.71762723869928,0.7176275258428134
12,SVM,Kernel polinomial grau 3,0.7080313742819266,0.7080330891901718
13,SVM,Kernel sigmoide,0.663280652959372,0.6632803490727756
14,SVM,Kernel polinomial grau 2,0.6419943593875905,0.6419972988416186
15,GaussianNB,Var smoothing 1e-9,0.6225602401809155,0.6225610357903485
16,GaussianNB,Var smoothing 1e-8,0.6225602401809155,0.6225610357903485
17,GaussianNB,Var smoothing 1e-7,0.6225602401809155,0.6225610357903485
18,GaussianNB,Var smoothing 1e-6,0.6225602401809155,0.6225610357903485
19,GaussianNB,Var smoothing 1e-5,0.6225602401809155,0.6225610357903485
