,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8586783267219618,0.8586158192090398
1,KNN,N=5,0.8302235845654525,0.8301644212661161
2,Decision Trees,Depth=7,0.8246646231518211,0.8246631899174272
3,Decision Trees,Depth=6,0.8178849621348719,0.8178581776039404
4,KNN,N=7,0.8166336098088713,0.8165869911632623
5,KNN,N=11,0.8128218535881716,0.8127698102274374
6,KNN,N=9,0.8107032095203751,0.8106511661596407
7,Decision Trees,Depth=5,0.7970915975477821,0.7970338983050848
8,Decision Trees,Depth=4,0.7852127659574467,0.7850717079530638
9,SVM,"Kernel rbf, gamma auto",0.7758835196538045,0.775858322468492
10,SVM,Kernel polinomial grau 3,0.7729264334655607,0.7728994640011588
11,Decision Trees,Depth=3,0.7656833754056978,0.7655475880052152
12,GaussianNB,Var smoothing 1e-9,0.762731698521457,0.7627009995654064
13,GaussianNB,Var smoothing 1e-8,0.762731698521457,0.7627009995654064
14,GaussianNB,Var smoothing 1e-7,0.762731698521457,0.7627009995654064
15,GaussianNB,Var smoothing 1e-6,0.762731698521457,0.7627009995654064
16,GaussianNB,Var smoothing 1e-5,0.762731698521457,0.7627009995654064
17,SVM,Kernel linear,0.7589037143887485,0.7588548457192525
18,SVM,Kernel polinomial grau 2,0.7295924990984493,0.729541503694046
19,SVM,Kernel sigmoide,0.6875964659213849,0.6875778646965088
