,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8303616255898414,0.8303656639004149
1,KNN,N=5,0.7913238326101396,0.7913286652835408
2,Decision Trees,Depth=7,0.7828076879944099,0.7827982365145228
3,KNN,N=7,0.7786565850881204,0.7786661479944675
4,Decision Trees,Depth=6,0.7699403041726693,0.7699394882434303
5,KNN,N=11,0.769729384667144,0.7697372060857539
6,KNN,N=9,0.7697285220106796,0.7697372060857538
7,SVM,"Kernel rbf, gamma auto",0.7562331242829169,0.7562344398340249
8,Decision Trees,Depth=5,0.7541580041580043,0.7541571576763486
9,Decision Trees,Depth=4,0.752703565359167,0.7526815352697096
10,Decision Trees,Depth=3,0.751036481741876,0.7510390733056709
11,SVM,Kernel linear,0.7433571138965329,0.74336877593361
12,SVM,Kernel polinomial grau 3,0.7429318242596251,0.7429408713692947
13,GaussianNB,Var smoothing 1e-9,0.7092933980900786,0.7092946058091286
14,GaussianNB,Var smoothing 1e-8,0.7092933980900786,0.7092946058091286
15,GaussianNB,Var smoothing 1e-7,0.7092933980900786,0.7092946058091286
16,GaussianNB,Var smoothing 1e-6,0.7092933980900786,0.7092946058091286
17,GaussianNB,Var smoothing 1e-5,0.7092933980900786,0.7092946058091286
18,SVM,Kernel polinomial grau 2,0.6901941839701176,0.6901953665283539
19,SVM,Kernel sigmoide,0.662996350963156,0.6630117565698479
