,Algoritmo,Parametrização,Acuracia,Recall
0,Decision Trees,Depth=5,0.9711278883550676,0.9712072155411656
1,Decision Trees,Depth=4,0.9711278883550676,0.9712072155411656
2,Decision Trees,Depth=3,0.9711278883550676,0.9712072155411656
3,Decision Trees,Depth=7,0.9668725692061312,0.9669518963922294
4,Decision Trees,Depth=6,0.9668725692061312,0.9669518963922294
5,SVM,Kernel linear,0.9593800045756119,0.9595050878815912
6,SVM,"Kernel rbf, gamma auto",0.9561885152139098,0.9562904717853838
7,KNN,N=3,0.9550789293067948,0.9551803885291397
8,KNN,N=5,0.9433424845573096,0.943432007400555
9,KNN,N=9,0.9358156028368795,0.9358695652173912
10,KNN,N=7,0.934740334019675,0.9347826086956521
11,KNN,N=11,0.9326469915351179,0.9326780758556892
12,GaussianNB,Var smoothing 1e-7,0.927259208419126,0.927358926919519
13,GaussianNB,Var smoothing 1e-6,0.927259208419126,0.927358926919519
14,GaussianNB,Var smoothing 1e-5,0.927259208419126,0.927358926919519
15,GaussianNB,Var smoothing 1e-8,0.927259208419126,0.927358926919519
16,GaussianNB,Var smoothing 1e-9,0.927259208419126,0.927358926919519
17,SVM,Kernel polinomial grau 3,0.9209677419354838,0.921068455134135
18,SVM,Kernel sigmoide,0.8888355067490277,0.8888529139685476
19,SVM,Kernel polinomial grau 2,0.8088194921070693,0.8088112858464385
