,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8238084095095383,0.8238141174049491
1,KNN,N=5,0.789800260194158,0.7898020956594809
2,Decision Trees,Depth=7,0.7792394258553991,0.7792401948174443
3,KNN,N=7,0.7789496056298115,0.7789546569257945
4,Decision Trees,Depth=6,0.7663428551800535,0.7663395414244312
5,KNN,N=9,0.7644371261855794,0.7644428152492668
6,KNN,N=11,0.7568144248893316,0.7568203254960469
7,Decision Trees,Depth=5,0.7525626548391391,0.7525552640153659
8,SVM,"Kernel rbf, gamma auto",0.7509493222500354,0.75094664814529
9,Decision Trees,Depth=4,0.7421546738341713,0.7421592838400988
10,SVM,Kernel polinomial grau 3,0.7408345963770324,0.7408344909193805
11,SVM,Kernel linear,0.7373166082016978,0.7373132856579376
12,Decision Trees,Depth=3,0.735266398457727,0.7352737905369484
13,GaussianNB,Var smoothing 1e-9,0.7123985092506323,0.7123934592100974
14,GaussianNB,Var smoothing 1e-8,0.7123985092506323,0.7123934592100974
15,GaussianNB,Var smoothing 1e-7,0.7123985092506323,0.7123934592100974
16,GaussianNB,Var smoothing 1e-6,0.7123985092506323,0.7123934592100974
17,GaussianNB,Var smoothing 1e-5,0.7123985092506323,0.7123934592100974
18,SVM,Kernel polinomial grau 2,0.6653499525553557,0.6653483047795441
19,SVM,Kernel sigmoide,0.6559619240628073,0.655961139407659
