,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8775315735578564,0.8775280256234271
1,KNN,N=5,0.8370662191375583,0.8370624571036377
2,KNN,N=7,0.8343981112754578,0.8344371997254632
3,Decision Trees,Depth=7,0.8279866879053361,0.8279627087622968
4,KNN,N=9,0.812034930026169,0.8120567375886525
5,KNN,N=11,0.8072306291955854,0.8072466254861588
6,Decision Trees,Depth=6,0.8029468653999317,0.8029741477922672
7,Decision Trees,Depth=5,0.7987199908977131,0.7987359871882864
8,SVM,"Kernel rbf, gamma auto",0.7816560473318922,0.7816575154426904
9,Decision Trees,Depth=4,0.7763710319717829,0.7763669640814458
10,SVM,Kernel linear,0.7688929343497553,0.7688915579958819
11,SVM,Kernel polinomial grau 3,0.768329730344749,0.7683138869823839
12,Decision Trees,Depth=3,0.7630390260552964,0.7630347746511096
13,GaussianNB,Var smoothing 1e-9,0.7481141199226304,0.7481182795698923
14,GaussianNB,Var smoothing 1e-8,0.7481141199226304,0.7481182795698923
15,GaussianNB,Var smoothing 1e-7,0.7481141199226304,0.7481182795698923
16,GaussianNB,Var smoothing 1e-6,0.7481141199226304,0.7481182795698923
17,GaussianNB,Var smoothing 1e-5,0.7481141199226304,0.7481182795698923
18,SVM,Kernel polinomial grau 2,0.7257509386733417,0.7257549759780371
19,SVM,Kernel sigmoide,0.6805040391398338,0.6805078929306796
