,Algoritmo,Parametrização,Acuracia,Recall
0,Logistic Regression,Logistic Regression,0.9080077903706648,0.5
1,Logistic Regression,"Logistic Regression, fit_intercetp=False",0.9080077903706648,0.5
2,Logistic Regression,"Logistic Regression, Weights Balanced",0.6483420684520961,0.6926708403785315
