,Algoritmo,Parametrização,Acuracia,Recall
0,KNN,N=3,0.8195042045595218,0.8195054533296439
1,KNN,N=5,0.783043001373211,0.7830399142224682
2,KNN,N=7,0.7703310101018825,0.7703300820881755
3,KNN,N=9,0.7622944141685452,0.7622956442538277
4,KNN,N=11,0.7571358039618725,0.7571360219516694
5,Decision Trees,Depth=7,0.7554562832327176,0.7554487179487179
6,Decision Trees,Depth=6,0.7471805988582483,0.7471822541966426
7,SVM,"Kernel rbf, gamma auto",0.7443029010165219,0.7443034034311012
8,Decision Trees,Depth=5,0.7354281280857667,0.7354204136690647
9,Decision Trees,Depth=4,0.7347105748774331,0.7347214536063457
10,SVM,Kernel polinomial grau 3,0.7329098545893178,0.7329081926766279
11,Decision Trees,Depth=3,0.7291908130158539,0.729185401678657
12,SVM,Kernel linear,0.7241539781380177,0.7241523127651724
13,GaussianNB,Var smoothing 1e-8,0.7054436162954391,0.7054389180962921
14,GaussianNB,Var smoothing 1e-7,0.7054436162954391,0.7054389180962921
15,GaussianNB,Var smoothing 1e-6,0.7054436162954391,0.7054389180962921
16,GaussianNB,Var smoothing 1e-5,0.7054436162954391,0.7054389180962921
17,GaussianNB,Var smoothing 1e-9,0.7054436162954391,0.7054389180962921
18,SVM,Kernel polinomial grau 2,0.6583126775890211,0.6583094101641762
19,SVM,Kernel sigmoide,0.6439185746240943,0.6439154445674229
