,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,93108,Mateus Vital,283,1.2279569893703284,11,2,0,0.6139784946851642,0.0,0.11163245357912076,inf,Cruzeiro
1,98022,Erick,293,1.0589480079139595,9,2,0,0.5294740039569797,0.0,0.11766088976821772,inf,Athletico-PR
2,87470,Thaciano,265,2.616997211466787,29,5,2,0.5233994422933574,0.4,0.09024128315402714,14.5,Bahia
3,113103,Flaco López,275,1.0429690386737909,7,2,1,0.5214845193368954,0.5,0.14899557695339868,7.0,Palmeiras
4,104666,Moisés,356,2.3846864065853777,15,5,3,0.4769372813170755,0.6,0.1589790937723585,5.0,Fortaleza
5,94509,Raphael Veiga,275,2.35933529783829,23,5,4,0.47186705956765806,0.8,0.10257979555818653,5.75,Palmeiras
6,83257,Gabriel,262,2.6855825167157357,19,6,3,0.4475970861192893,0.5,0.14134644824819662,6.333333333333333,Flamengo
7,84042,Tiquinho Soares,263,2.205753253807655,21,5,6,0.441150650761531,1.2,0.10503586922893596,3.5,Botafogo
8,73850,Aloísio,327,2.581849495441717,21,6,3,0.43030824924028616,0.5,0.12294521406865319,7.0,América-MG
9,105811,Wesley,283,1.6839467278885287,11,4,2,0.4209866819721322,0.5,0.15308606617168444,5.5,Cruzeiro
10,69318,Luis Suárez,284,2.5254067459197875,21,6,2,0.42090112431996457,0.3333333333333333,0.12025746409141845,10.5,Grêmio
11,124251,Deivid Washington,277,1.2209269883102871,12,3,2,0.4069756627700957,0.6666666666666666,0.10174391569252393,6.0,Santos
12,79631,Cano,266,1.9570570297181542,17,5,2,0.39141140594363083,0.4,0.11512100174812671,8.5,Fluminense
13,101254,Alef Manga,294,1.1622994924050647,12,3,0,0.38743316413502155,0.0,0.09685829103375539,inf,Coritiba
14,109497,Marcos Leonardo,277,1.4856361266467097,11,4,1,0.37140903166167744,0.25,0.13505782969515542,11.0,Santos
15,110759,John Kennedy,266,1.4785529668936945,12,4,2,0.36963824172342363,0.5,0.12321274724114122,6.0,Fluminense
16,99818,Paulinho,282,1.8242023269163463,14,5,2,0.36484046538326925,0.4,0.13030016620831045,7.0,Atlético-MG
17,89840,Calleri,276,1.789045358314197,12,5,2,0.3578090716628394,0.4,0.14908711319284976,6.0,São Paulo
18,101960,Vitinho,280,1.0443960210952585,9,3,0,0.34813200703175284,0.0,0.11604400234391761,inf,Bragantino
19,114802,Vitor Roque,293,2.0522449638094984,13,6,2,0.3420408273015831,0.3333333333333333,0.15786499721611527,6.5,Athletico-PR
20,89898,Róger Guedes,264,2.047682097763497,25,6,2,0.34128034962724946,0.3333333333333333,0.08190728391053988,12.5,Corinthians
21,101405,Wallisson,283,0.6699898629090216,5,2,0,0.3349949314545108,0.0,0.13399797258180432,inf,Cruzeiro
22,72583,Pedro Henrique,285,1.6468235160512954,17,5,0,0.32936470321025907,0.0,0.09687197153242914,inf,Internacional
23,86841,Boschilia,294,0.9871185289067317,7,3,1,0.3290395096355772,0.3333333333333333,0.14101693270096166,7.0,Coritiba
24,90285,Bruno Henrique,262,0.6553890029936662,4,2,0,0.3276945014968331,0.0,0.16384725074841655,inf,Flamengo
25,117314,Thiago Borbas,280,1.3019790650330485,8,4,3,0.3254947662582621,0.75,0.16274738312913106,2.6666666666666665,Bragantino
26,61188,Gilberto,283,2.258127956245996,20,7,3,0.3225897080351423,0.42857142857142855,0.1129063978122998,6.666666666666667,Cruzeiro
27,100079,Zaracho,282,0.9662727606365737,6,3,0,0.32209092021219127,0.0,0.16104546010609563,inf,Atlético-MG
28,71844,Thiago Galhardo,356,0.9609091709583162,5,3,1,0.3203030569861054,0.3333333333333333,0.19218183419166324,5.0,Fortaleza
29,94207,Guilherme,356,1.5734556198590504,9,5,0,0.3146911239718101,0.0,0.17482840220656115,inf,Fortaleza
30,82628,Tinga,356,0.9437019369948781,5,3,0,0.31456731233162605,0.0,0.18874038739897564,inf,Fortaleza
31,96340,Lima,266,1.2495195576663152,11,4,2,0.3123798894165788,0.5,0.11359268706057411,5.5,Fluminense
32,68920,Dudu,275,1.870222982432259,21,6,1,0.31170383040537647,0.16666666666666666,0.089058237258679,21.0,Palmeiras
33,90540,Diego Gonçalves,290,0.6167866680220808,4,2,0,0.3083933340110404,0.0,0.1541966670055202,inf,Goiás
34,80196,Yago Pikachu,356,1.7922126398788474,12,6,2,0.29870210664647456,0.3333333333333333,0.14935105332323728,6.0,Fortaleza
35,87098,Matheus Peixoto,290,1.475785182987709,11,5,1,0.29515703659754183,0.2,0.134162289362519,11.0,Goiás
36,86970,Eduardo Bauermann,277,0.8806668241999301,6,3,1,0.2935556080666434,0.3333333333333333,0.1467778040333217,6.0,Santos
37,92708,Deyverson,1371,1.4436459857924862,15,5,1,0.2887291971584972,0.2,0.09624306571949907,15.0,Cuiabá
