,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,Fortaleza,1.6810355222873237,0.9689607644164486,1.45387027953294,1.4995382578468288,1.5674529009101317,1.2342495111316387,0.712074757870875,-0.04566797831388891,0.33320338977849295,1.4,0.6,0.8333333333333334,0.6666666666666666,1.1166666666666667,0.6333333333333333,0.7999999999999999,0.16666666666666674,0.4833333333333334,0.450786234243465
1,Cuiabá,1.2190294036135982,0.7503793438153994,1.1560816610825502,1.5778699624971442,1.1875555323480742,1.164124653156272,0.46865005979819885,-0.421788301414594,0.023430879191802312,0.6,1.8,1.0,1.1666666666666667,0.8,1.4833333333333334,-1.2000000000000002,-0.16666666666666674,-0.6833333333333333,0.38755553234807416
2,Vasco,1.3643388053968897,0.9004244603526509,0.9201505865271234,1.5035878427234124,1.1422446959620065,1.2020061515380316,0.4639143450442388,-0.583437256196289,-0.05976145557602508,0.6,2.0,1.0,1.5,0.8,1.75,-1.4,-0.5,-0.95,0.34224469596200646
3,Bahia,1.5712422289589991,1.137357384527226,1.1761435834265357,1.107589680975766,1.3736929061927674,1.122473532751496,0.4338848444317731,0.06855390245076975,0.2512193734412713,1.5,1.5,0.6,1.4,1.05,1.45,0.0,-0.7999999999999999,-0.3999999999999999,0.32369290619276736
4,Corinthians,1.2916554297326843,1.214440205299724,0.9682767718748043,1.076429383378509,1.1299661008037443,1.1454347943391165,0.07721522443296025,-0.1081526115037047,-0.01546869353537228,1.2,0.8,0.5,1.6666666666666667,0.85,1.2333333333333334,0.3999999999999999,-1.1666666666666667,-0.3833333333333334,0.2799661008037443
5,Coritiba,1.3319909920491038,1.1023322409672678,0.664273374759657,1.5521920542374599,0.9981321834043804,1.3272621476023638,0.22965875108183598,-0.8879186794778029,-0.32912996419798346,0.5,1.3333333333333333,1.0,2.4,0.75,1.8666666666666667,-0.8333333333333333,-1.4,-1.1166666666666667,0.24813218340438037
6,Cruzeiro,1.576084991884468,0.9346851692023672,1.5307729916103057,1.2338031788137833,1.5534289917473867,1.0842441740080753,0.6413998226821007,0.29696981279652235,0.4691848177393114,0.5,1.0,2.2,0.8,1.35,0.9,-0.5,1.4000000000000001,0.45000000000000007,0.2034289917473866
7,Santos,1.0022672981654779,1.0560495926863283,0.9013933407062128,1.4069663135202544,0.9518303194358453,1.2315079531032913,-0.05378229452085037,-0.5055729728140416,-0.279677633667446,1.1666666666666667,1.0,0.4,1.0,0.7833333333333334,1.0,0.16666666666666674,-0.6,-0.21666666666666656,0.16849698610251185
8,Grêmio,1.7191004162308505,1.5501415427313796,1.3384655961265097,1.7770109409189054,1.52878300617868,1.6635762418251425,0.16895887349947092,-0.4385453447923957,-0.1347932356464625,1.8333333333333333,1.0,1.0,2.0,1.4166666666666665,1.5,0.8333333333333333,-1.0,-0.08333333333333348,0.1121163395120135
9,América-MG,1.3069949919929027,1.2218553842630786,1.0725316111443681,1.68101869235125,1.1897633015686355,1.4514370383071644,0.0851396077298241,-0.6084870812068819,-0.2616737367385289,1.0,1.6666666666666667,1.2,2.4,1.1,2.033333333333333,-0.6666666666666667,-1.2,-0.9333333333333331,0.08976330156863543
10,Internacional,1.2198798573822067,1.2985578202391224,0.9849372474430766,1.4360562553112277,1.1024085524126417,1.367307037775175,-0.07867796285691564,-0.45111900786815107,-0.26489848536253335,1.4,0.8,0.6666666666666666,1.5,1.0333333333333332,1.15,0.5999999999999999,-0.8333333333333334,-0.1166666666666667,0.06907521907930847
11,Goiás,1.1274354751197202,1.2740747680259517,1.0206693804718883,1.8024471017616008,1.0740524277958041,1.5382609348937764,-0.14663929290623146,-0.7817777212897126,-0.46420850709797223,1.4,1.8,0.6666666666666666,1.5,1.0333333333333332,1.65,-0.40000000000000013,-0.8333333333333334,-0.6166666666666667,0.040719094462470906
12,Atlético-MG,1.5637051584389388,0.8023503895258421,0.9665045630049128,1.0072855124372062,1.2651048607219257,0.9048179509815242,0.7613547689130966,-0.04078094943229338,0.36028690974040156,1.4,1.0,1.1666666666666667,0.6666666666666666,1.2833333333333332,0.8333333333333333,0.3999999999999999,0.5000000000000001,0.44999999999999996,-0.018228472611407476
13,São Paulo,1.6111045337448913,1.1573123309398037,1.102452203642407,1.3943078563200175,1.3567783686936492,1.2758100936299106,0.4537922028050876,-0.2918556526776106,0.0809682750637386,2.0,1.0,0.8,1.2,1.4,1.1,1.0,-0.3999999999999999,0.2999999999999998,-0.043221631306350705
14,Athletico-PR,1.4265848455458179,1.0600317647453257,1.0051718919785366,1.2833854662049975,1.2158783687621773,1.1717086154751617,0.3665530808004922,-0.27821357422646087,0.044169753287015556,1.6,1.0,1.0,1.6666666666666667,1.3,1.3333333333333335,0.6000000000000001,-0.6666666666666667,-0.03333333333333344,-0.08412163123782279
15,Fluminense,1.2035468442255552,1.0555671640475355,1.283245668695739,1.902825066619213,1.243396256460647,1.4791961153333744,0.14797968017801977,-0.619579397923474,-0.23579985887272725,1.6,0.4,1.5,1.5,1.55,0.95,1.2000000000000002,0.0,0.6000000000000001,-0.30660374353935294
16,Bragantino,1.6549629129180952,1.0166098609194631,1.1069854868259994,1.6452789949155981,1.3809741998720473,1.3309444279175306,0.638353051998632,-0.5382935080895987,0.05002977195451663,2.0,1.0,1.4,1.6,1.7,1.3,1.0,-0.20000000000000018,0.3999999999999999,-0.3190258001279527
