,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,12.527306595613764,6.37793755801322,6.149369037600544
1,Fortaleza,13.938632832819644,8.220342104460489,5.718290728359156
2,Cruzeiro,12.004533499948323,7.78656920286287,4.217964297085453
3,Atlético-MG,9.130413626568558,5.622830451993965,3.5075831745745925
4,Bahia,10.284917671594586,8.058485747550355,2.226431924044231
5,Flamengo,10.691182176550729,9.398768313661446,1.2924138628892834
6,Botafogo,9.293931574621569,8.10425956294882,1.189672011672748
7,Athletico-PR,8.514963226421497,7.327243844097383,1.1877193823241132
8,Bragantino,10.062620813519604,9.76719128908178,0.2954295244378251
9,São Paulo,8.500026208825835,8.870121314948879,-0.37009510612304375
10,Santos,7.768540883811003,9.03094273385834,-1.262401850047338
11,Corinthians,6.4882632137917,7.783128491029957,-1.294865277238257
12,Cuiabá,8.394396654542543,9.751843572011625,-1.3574469174690815
13,Fluminense,9.08313539576061,11.041763395263905,-1.9586279995032942
14,Goiás,8.106009681643068,10.269604178006826,-2.163594496363759
15,Internacional,8.006135489814431,10.38843796866352,-2.3823024788490894
16,América-MG,8.778253393245222,11.870463220475944,-3.0922098272307217
17,Vasco,6.964725920954271,10.081961404344904,-3.1172354833906333
18,Coritiba,7.355818548426468,10.65307181765455,-3.297253269228081
19,Grêmio,8.315352668808123,13.804193906352767,-5.488841237544644
