,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Santos,Athletico-PR,30.353273442413386,24.12863462357671,45.51794178566715,19.239525961806255,27.137060349133247
1,Goiás,Fortaleza,32.7227306309325,29.930477041265313,37.34678879993507,33.48271179551752,36.639066434038945
2,Internacional,Corinthians,34.96114698259281,38.152426360843464,26.88642657966906,53.088965190197946,46.4127882120058
3,Fluminense,Palmeiras,31.387610482088785,28.769381228753677,39.84300076271127,30.14851824618743,35.703662994133985
4,Vasco,Grêmio,18.328328312270585,23.450695937309966,58.22074717959054,17.53511168642022,42.27701521658844
5,São Paulo,Atlético-MG,49.10198009508934,30.212009408226102,20.68600323441277,50.67993003931633,29.56654274780738
6,Cruzeiro,Botafogo,17.572699629610252,30.96210846071485,51.46518602047724,30.32269766067281,56.77390488471954
7,Coritiba,Bragantino,17.80389281930546,22.269504535986254,59.92617538002145,15.54896733830844,40.555484271638264
8,Bahia,América-MG,48.448962674278086,25.481967572047036,26.06899618136532,34.67499793839137,21.40413402354063
9,Cuiabá,Flamengo,32.09900028725026,26.592377637955096,41.30859449800376,25.45799789521041,30.93701155820075
