,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Palmeiras,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0
1,Botafogo,2.3333333333333335,0.3333333333333333,2.5,1.5,2.416666666666667,0.9166666666666666,2.0,1.0,1.5000000000000004
2,Fortaleza,1.6666666666666667,1.0,2.0,0.5,1.8333333333333335,0.75,0.6666666666666667,1.5,1.0833333333333335
3,São Paulo,2.5,0.0,0.6666666666666666,1.0,1.5833333333333333,0.5,2.5,-0.33333333333333337,1.0833333333333333
4,Fluminense,1.5,0.5,2.3333333333333335,1.3333333333333333,1.9166666666666667,0.9166666666666666,1.0,1.0000000000000002,1.0
5,Cruzeiro,1.0,1.0,2.0,0.5,1.5,0.75,0.0,1.5,0.75
6,Flamengo,2.3333333333333335,1.0,1.0,1.5,1.6666666666666667,1.25,1.3333333333333335,-0.5,0.41666666666666674
7,Athletico-PR,1.5,0.5,1.0,1.3333333333333333,1.25,0.9166666666666666,1.0,-0.33333333333333326,0.33333333333333337
8,Atlético-MG,1.5,1.5,1.3333333333333333,0.6666666666666666,1.4166666666666665,1.0833333333333333,0.0,0.6666666666666666,0.33333333333333326
9,Santos,2.0,0.6666666666666666,0.5,1.5,1.25,1.0833333333333333,1.3333333333333335,-1.0,0.16666666666666674
10,Vasco,1.0,1.5,1.3333333333333333,1.0,1.1666666666666665,1.25,-0.5,0.33333333333333326,-0.08333333333333348
11,Grêmio,2.0,1.5,1.0,2.0,1.5,1.75,0.5,-1.0,-0.25
12,Bragantino,1.3333333333333333,2.0,2.0,2.0,1.6666666666666665,2.0,-0.6666666666666667,0.0,-0.3333333333333335
13,Internacional,1.0,1.0,0.5,1.5,0.75,1.25,0.0,-1.0,-0.5
14,Bahia,1.5,1.5,0.6666666666666666,1.6666666666666667,1.0833333333333333,1.5833333333333335,0.0,-1.0,-0.5000000000000002
15,Cuiabá,0.6666666666666666,2.3333333333333335,1.5,2.0,1.0833333333333333,2.166666666666667,-1.666666666666667,-0.5,-1.0833333333333337
16,Corinthians,1.0,1.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.8333333333333333,0.0,-2.333333333333333,-1.1666666666666665
17,Goiás,1.5,2.5,0.0,1.6666666666666667,0.75,2.0833333333333335,-1.0,-1.6666666666666667,-1.3333333333333335
18,América-MG,0.5,2.0,1.3333333333333333,2.6666666666666665,0.9166666666666666,2.333333333333333,-1.5,-1.3333333333333333,-1.4166666666666665
19,Coritiba,0.6666666666666666,1.6666666666666667,0.5,2.5,0.5833333333333333,2.0833333333333335,-1.0,-2.0,-1.5000000000000002
