,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,4.0,Cruzeiro,Santos,26.545602240896358,19.8675,21.272673992673994,5.64,6.29
1,4.0,Fluminense,Vasco,59.75359596276115,25.995015948401626,15.287989510352554,46.744275089371484,10.140976480848973
2,4.0,América-MG,Cuiabá,40.27780156958354,27.956467833871756,32.76965425910043,17.125309552425453,14.945350286770928
3,4.0,São Paulo,Internacional,29.686666666666667,20.190937896070977,17.793333333333333,10.92,5.85
4,4.0,Athletico-PR,Flamengo,33.672004986040534,28.948371752953516,38.377833689716034,15.656552676847884,15.24466604210646
5,4.0,Bahia,Coritiba,26.844535519125685,21.897499999999997,18.93616858237548,10.84,9.245
6,4.0,Botafogo,Atlético-MG,49.69865387482853,27.88984542760444,23.410901519550233,49.884876250065645,17.325218351482903
7,4.0,Goiás,Palmeiras,34.25461579858322,30.8036734566559,35.909439361796565,24.18046661748839,19.378216612089282
8,4.0,Grêmio,Bragantino,52.12689265618216,28.73786955043403,20.122259216951928,43.48737916298539,15.215765725571249
9,4.0,Corinthians,Fortaleza,25.808784009416826,26.18242987778832,48.993877384354676,9.690245596118016,24.479977001236684
