,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,17.01402075768632,10.396915631510943,6.617105126175378
1,Botafogo,15.679838699200761,10.22655962702197,5.453279072178791
2,Cruzeiro,16.05701807284932,10.616946884424124,5.440071188425197
3,Atlético-MG,12.76273079408614,9.223812254001434,3.5389185400847065
4,Bahia,14.28957610852052,11.025101480258492,3.264474628262029
5,Fortaleza,15.838358300807506,12.833038815920776,3.00531948488673
6,São Paulo,13.642229997241955,11.846100761089456,1.796129236152499
7,Athletico-PR,11.632467280592326,12.153024069638132,-0.5205567890458056
8,América-MG,13.480204520627368,14.137092094753228,-0.6568875741258609
9,Flamengo,14.855294319536128,15.668347631527833,-0.8130533119917054
10,Corinthians,11.072452383480174,11.953806945154042,-0.8813545616738683
11,Bragantino,12.46251024366332,13.386269173424182,-0.9237589297608615
12,Internacional,12.245690268750778,14.109146401246191,-1.863456132495413
13,Fluminense,13.19373406282858,15.23649247693433,-2.0427584141057498
14,Vasco,10.122188543710957,12.719514461648933,-2.597325917937976
15,Cuiabá,10.68063029660237,13.32677406890406,-2.6461437723016896
16,Goiás,11.958956080167905,15.028120648777007,-3.069164568609102
17,Grêmio,13.576600145824495,16.87672438198164,-3.300124236157144
18,Santos,9.279228197183203,14.148318050598537,-4.869089853415334
19,Coritiba,9.433396805412622,14.365020019957438,-4.931623214544816
