,atleta_id,apelido,clube_id,xG,clube
0,69318,Luis Suárez,284,5.744037463587756,Grêmio
1,99818,Paulinho,282,4.7938951334720805,Atlético-MG
2,114802,Vitor Roque,293,4.694009431288815,Athletico-PR
3,84042,Tiquinho Soares,263,3.9035890347384483,Botafogo
4,83257,Gabriel,262,3.8729017656938174,Flamengo
5,89898,Róger Guedes,264,3.840227998976135,Corinthians
6,92811,Bruno Rodrigues,283,3.598302335713315,Cruzeiro
7,61188,Gilberto,283,3.5076625666046044,Cruzeiro
8,87470,Thaciano,265,3.4545419083345044,Bahia
9,39148,Hulk,282,3.4537042981723545,Atlético-MG
10,95799,Artur,275,3.289949406202907,Palmeiras
11,101254,Alef Manga,294,3.276507527075384,Coritiba
12,73850,Aloísio,327,3.2571444785997983,América-MG
13,92708,Deyverson,1371,3.227667174285063,Cuiabá
14,109497,Marcos Leonardo,277,3.187913219588408,Santos
15,79631,Cano,266,3.108267543391354,Fluminense
16,101960,Vitinho,280,3.049206400534714,Bragantino
17,89840,Calleri,276,3.042810787200018,São Paulo
18,68920,Dudu,275,2.947753129358405,Palmeiras
19,70360,Eduardo Sasha,280,2.9035704230929493,Bragantino
20,80287,Luciano,276,2.878131100428615,São Paulo
21,71844,Thiago Galhardo,356,2.7659407695407388,Fortaleza
22,101002,Júnior Santos,263,2.7644153086196335,Botafogo
23,100652,Yuri Alberto,264,2.7626923726313275,Corinthians
24,94509,Raphael Veiga,275,2.7359751612560252,Palmeiras
25,90031,Mendoza,277,2.71819315044372,Santos
26,115915,Lelê,266,2.6931877769869836,Fluminense
27,105811,Wesley,283,2.689887020104978,Cruzeiro
28,87098,Matheus Peixoto,290,2.673628809427341,Goiás
29,123360,Cauly,265,2.55050074288253,Bahia
30,110759,John Kennedy,266,2.4553005325612,Fluminense
31,106199,Gabriel Pec,267,2.4150889444449573,Vasco
32,72142,Danilo Avelar,327,2.32836370443873,América-MG
33,104666,Moisés,356,2.31979705157339,Fortaleza
34,91908,Pavón,282,2.3181455410276004,Atlético-MG
35,102928,Canobbio,293,2.281120683628525,Athletico-PR
36,98225,Pedro Raul,267,2.278279861300557,Vasco
37,89846,Cristaldo,284,2.244352917032607,Grêmio
38,84817,Robson,294,2.201810811936149,Coritiba
39,108946,Victor Sá,263,2.1323628506838945,Botafogo
40,80196,Yago Pikachu,356,2.1233905439433913,Fortaleza
41,106822,Rodrigo Nestor,276,2.053488997856233,São Paulo
42,60793,Alex Teixeira,267,2.048833244463484,Vasco
43,98022,Erick,293,2.0369439438589905,Athletico-PR
44,109461,Calebe,356,1.955864620590218,Fortaleza
45,87863,Arrascaeta,262,1.93085778097613,Flamengo
46,94583,Pedro,262,1.8956100348183051,Flamengo
47,86757,Everton,262,1.8939570759309854,Flamengo
48,117314,Thiago Borbas,280,1.8905290976269085,Bragantino
49,99267,Pochettino,356,1.875537174859906,Fortaleza
50,102318,Caio Paulista,276,1.8452174155287024,São Paulo
51,102598,Helinho,280,1.84335962044194,Bragantino
52,94207,Guilherme,356,1.8042224621092993,Fortaleza
53,98219,Alemão,285,1.6813933969568189,Internacional
54,112140,Bitello,284,1.675896061871191,Grêmio
55,110760,Biel,265,1.669483737155426,Bahia
