,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
704,5,80076,Zé Roberto,Coritiba,ATA,2.93,6.8,1.12,18.182000000000002,6.666666666666666,23.18848260024731,9.255186663930298,6.5,4.542873367404884,0.6567842845718019,0,2,43.99898683348581,2.0420484310251967,2.0420484310251967,visitante,0.0,0.95,0,6.8,1.4,6.8,0,0,0.7767089978267248
468,5,105584,Lucas Piton,Vasco,LAT,6.4,2.1,-0.08,20.0,0.0,36.508322364109844,9.255186663930298,0.0,4.465962686255686,0.3066989143138825,0,6,56.25910024218798,27.682116529350314,56.25910024218798,mandante,3.175,0.0,0,1.35,2.6666666666666665,1.35,0,0,0.7483342784981479
453,5,90768,Fabrício Bruno,Flamengo,ZAG,9.63,5.0,0.21,20.0,0.0,38.329065308192455,10.39300717675081,1.818,6.776888473447451,0.5491793869965557,0,6,43.99898683348581,52.92696593554746,52.92696593554746,visitante,0.0,1.825,0,6.3,2.15,6.3,0,0,0.7413437681011946
92,5,69029,Antônio Carlos Zago,Coritiba,TEC,5.58,3.22,0.1,0.0,0.0,28.961884085223748,10.286932047861589,0.0,6.814310051107327,0.5526613087221155,0,2,43.99898683348581,2.0420484310251967,2.0420484310251967,visitante,0.0,1.775,0,4.235,3.05,4.235,0,0,0.7400528191462307
462,5,115239,Wesley,Flamengo,LAT,6.47,4.1,0.23,0.0,0.0,24.528756460445265,10.39300717675081,1.0,4.819769819477713,0.7436230764441515,0,6,43.99898683348581,52.92696593554746,52.92696593554746,visitante,0.0,2.45,0,3.233333333333333,3.4,3.233333333333333,0,0,0.6910187204385849
946,5,107726,Chrystian Barletta,Corinthians,MEI,5.2,2.5,-0.41,0.0,0.0,32.183815694252125,9.255186663930298,5.7139999999999995,3.383154918198344,0.2361538461538461,0,4,7.86386960003346,27.682116529350314,7.86386960003346,mandante,3.983333333333333,0.0,0,3.3,1.7,3.3,0,0,0.6716510085569524
443,5,88423,Aderlan,Bragantino,LAT,7.669999999999999,9.4,1.45,20.0,0.0,43.955507689853036,9.255186663930298,4.676,8.01015495053839,0.5346116458087273,0,6,43.99898683348581,4.515243842542701,4.515243842542701,visitante,0.0,2.4,0,5.166666666666667,2.8,5.166666666666667,0,0,0.6515945375276966
974,5,84674,Lucas Evangelista,Bragantino,MEI,6.09,1.0,-0.93,0.0,0.0,34.29828310283718,9.255186663930298,5.523999999999999,5.734045347106714,0.5146436575063771,0,6,43.99898683348581,4.515243842542701,4.515243842542701,visitante,0.0,3.675,0,1.2,5.35,1.2,0,0,0.6351795158713804
856,5,98225,Pedro Raul,Vasco,ATA,7.7,-0.5,-1.55,37.392,11.333333333333332,27.25561994632203,9.255186663930298,13.076,8.055428022872409,0.8168347673941302,0,6,56.25910024218798,27.682116529350314,56.25910024218798,mandante,5.050000000000002,0.0,0,5.1000000000000005,3.033333333333333,5.1000000000000005,0,0,0.6328036214131204
987,5,60793,Alex Teixeira,Vasco,MEI,6.92,0.4,-0.92,37.242,0.0,23.949228165546952,9.255186663930298,6.410000000000001,6.3024333235944745,0.512253608193554,0,6,56.25910024218798,27.682116529350314,56.25910024218798,mandante,4.85,0.0,0,4.7,1.9000000000000004,4.7,0,0,0.6312799009567089
