,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral
0,Botafogo,2.0,0.14285714285714285,1.3333333333333333,1.0,1.6666666666666665,0.5714285714285714,1.8571428571428572,0.33333333333333326,1.0952380952380951
1,Palmeiras,2.1666666666666665,1.0,1.5714285714285714,0.8571428571428571,1.869047619047619,0.9285714285714286,1.1666666666666665,0.7142857142857143,0.9404761904761905
2,Flamengo,1.8571428571428572,0.5714285714285714,2.0,2.0,1.9285714285714286,1.2857142857142856,1.2857142857142858,0.0,0.642857142857143
3,Fluminense,1.6666666666666667,0.5,1.2857142857142858,1.4285714285714286,1.4761904761904763,0.9642857142857143,1.1666666666666667,-0.1428571428571428,0.511904761904762
4,Bragantino,2.0,0.8571428571428571,1.4,1.6,1.7,1.2285714285714286,1.1428571428571428,-0.20000000000000018,0.4714285714285713
5,Cruzeiro,0.42857142857142855,0.8571428571428571,1.8333333333333333,0.6666666666666666,1.130952380952381,0.7619047619047619,-0.42857142857142855,1.1666666666666665,0.36904761904761907
6,Fortaleza,1.5,0.6666666666666666,0.7142857142857143,0.8571428571428571,1.1071428571428572,0.7619047619047619,0.8333333333333334,-0.1428571428571428,0.34523809523809534
7,São Paulo,1.8571428571428572,0.8571428571428571,0.6666666666666666,1.0,1.2619047619047619,0.9285714285714286,1.0,-0.33333333333333337,0.33333333333333326
8,Grêmio,2.2857142857142856,1.0,1.1666666666666667,1.8333333333333333,1.7261904761904763,1.4166666666666665,1.2857142857142856,-0.6666666666666665,0.30952380952380976
9,Atlético-MG,1.3333333333333333,1.1666666666666667,1.1428571428571428,0.8571428571428571,1.2380952380952381,1.0119047619047619,0.16666666666666652,0.2857142857142857,0.22619047619047628
10,Internacional,1.1666666666666667,0.6666666666666666,0.8571428571428571,1.4285714285714286,1.0119047619047619,1.0476190476190477,0.5000000000000001,-0.5714285714285715,-0.03571428571428581
11,Athletico-PR,1.5714285714285714,1.0,1.0,1.6666666666666667,1.2857142857142856,1.3333333333333335,0.5714285714285714,-0.6666666666666667,-0.047619047619047894
12,Corinthians,1.2,0.8,0.42857142857142855,1.5714285714285714,0.8142857142857143,1.1857142857142857,0.3999999999999999,-1.1428571428571428,-0.37142857142857144
13,Cuiabá,1.0,1.5,0.8571428571428571,1.1428571428571428,0.9285714285714286,1.3214285714285714,-0.5,-0.2857142857142857,-0.3928571428571428
14,Bahia,1.4285714285714286,1.5714285714285714,0.6666666666666666,1.5,1.0476190476190477,1.5357142857142856,-0.1428571428571428,-0.8333333333333334,-0.4880952380952379
15,Santos,1.2857142857142858,1.2857142857142858,0.3333333333333333,1.3333333333333333,0.8095238095238095,1.3095238095238095,0.0,-1.0,-0.5
16,Goiás,1.3333333333333333,1.8333333333333333,0.5714285714285714,1.5714285714285714,0.9523809523809523,1.7023809523809523,-0.5,-1.0,-0.75
17,América-MG,1.0,1.7142857142857142,1.3333333333333333,2.1666666666666665,1.1666666666666665,1.9404761904761902,-0.7142857142857142,-0.8333333333333333,-0.7738095238095237
18,Vasco,0.6666666666666666,1.6666666666666667,0.8571428571428571,1.5714285714285714,0.7619047619047619,1.619047619047619,-1.0,-0.7142857142857143,-0.8571428571428572
19,Coritiba,0.5,1.3333333333333333,1.1428571428571428,2.5714285714285716,0.8214285714285714,1.9523809523809526,-0.8333333333333333,-1.4285714285714288,-1.1309523809523812
