,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1085,Raphael Veiga,94509,Palmeiras,MEI,21.35,12.8,Bragantino,mandante,1.75,11.55
1086,Hulk,39148,Atlético-MG,ATA,12.850000000000001,7.533333333333334,Internacional,mandante,6.0,9.425
1087,João Pedro,89273,Grêmio,LAT,15.4,4.6,Fortaleza,mandante,1.0,8.2
1088,Lima,96340,Fluminense,MEI,13.5,4.233333333333333,Cuiabá,mandante,0.85,7.175
1089,Gabriel Pec,106199,Vasco,ATA,8.7,6.499999999999999,Santos,mandante,5.0,6.85
1090,Cantillo,85315,Corinthians,MEI,8.9,0.0,São Paulo,mandante,4.666666666666667,6.783333333333333
1091,Róger Guedes,89898,Corinthians,ATA,8.75,6.5,São Paulo,mandante,4.666666666666667,6.708333333333334
1092,Pablo,69138,Athletico-PR,ATA,7.45,1.8666666666666665,Coritiba,mandante,5.75,6.6
1093,Christian,104502,Athletico-PR,MEI,7.0,6.1000000000000005,Coritiba,mandante,5.75,6.375
1094,Paulo Turra,82747,Athletico-PR,TEC,6.955,4.386666666666667,Coritiba,mandante,5.75,6.3525
1095,Vitor Roque,114802,Athletico-PR,ATA,6.85,4.966666666666667,Coritiba,mandante,5.75,6.3
1096,Aloísio,73850,América-MG,ATA,14.3,8.2,Cruzeiro,mandante,-1.75,6.275
1097,Mauricio Lemos,87853,Atlético-MG,ZAG,6.25,3.0,Internacional,mandante,6.0,6.125
1098,Erick,98022,Athletico-PR,MEI,6.449999999999999,0.6,Coritiba,mandante,5.75,6.1
1099,Pedro Henrique,87225,Athletico-PR,ZAG,6.3,3.95,Coritiba,mandante,5.75,6.025
1100,Pedrinho,98706,Atlético-MG,MEI,0.0,0.0,Internacional,mandante,6.0,6.0
1101,Bruno Fuchs,104085,Atlético-MG,ZAG,0.0,5.550000000000001,Internacional,mandante,6.0,6.0
1102,Jhoanner Chávez,110021,Bahia,LAT,9.4,3.4,Flamengo,mandante,2.5,5.95
1103,Paulinho,99818,Atlético-MG,ATA,5.85,4.3999999999999995,Internacional,mandante,6.0,5.925
1104,Bryan García,110013,Athletico-PR,MEI,0.0,0.0,Coritiba,mandante,5.75,5.75
1105,Canobbio,102928,Athletico-PR,ATA,0.0,4.3,Coritiba,mandante,5.75,5.75
1106,José López,113103,Palmeiras,ATA,9.7,1.4,Bragantino,mandante,1.75,5.725
1107,Pedrinho,110995,Athletico-PR,LAT,5.699999999999999,0.55,Coritiba,mandante,5.75,5.725
1108,Cristaldo,89846,Grêmio,MEI,10.4,4.166666666666667,Fortaleza,mandante,1.0,5.7
1109,Rubens,110727,Atlético-MG,LAT,5.300000000000001,8.066666666666666,Internacional,mandante,6.0,5.65
1110,Madson,78077,Athletico-PR,LAT,5.5,1.9,Coritiba,mandante,5.75,5.625
1111,Matheus Araújo,105845,Corinthians,MEI,6.550000000000001,2.6,São Paulo,mandante,4.666666666666667,5.608333333333334
1112,Nino,91708,Fluminense,ZAG,10.35,3.9,Cuiabá,mandante,0.85,5.6
1113,Luan,80692,Palmeiras,ZAG,9.1,8.4,Bragantino,mandante,1.75,5.425
1114,Eduardo Coudet,94853,Atlético-MG,TEC,4.85,6.293333333333334,Internacional,mandante,6.0,5.425
1115,Bento,105208,Athletico-PR,GOL,5.0,4.833333333333333,Coritiba,mandante,5.75,5.375
1116,Zé Ivaldo,91866,Athletico-PR,ZAG,5.0,-0.6,Coritiba,mandante,5.75,5.375
1117,Fernando Lázaro,113429,Corinthians,TEC,5.72,0.0,São Paulo,mandante,4.666666666666667,5.193333333333333
1118,Yuri Alberto,100652,Corinthians,ATA,5.6,1.0666666666666667,São Paulo,mandante,4.666666666666667,5.133333333333333
1119,Jemerson,84263,Atlético-MG,ZAG,4.2,3.0333333333333337,Internacional,mandante,6.0,5.1
1120,Pedro Raul,98225,Vasco,ATA,5.1000000000000005,3.033333333333333,Santos,mandante,5.0,5.050000000000001
1121,Rodrigo,111766,Vasco,MEI,0.0,2.4,Santos,mandante,5.0,5.0
1122,Adriel,107748,Grêmio,GOL,9.0,0.0,Fortaleza,mandante,1.0,5.0
1123,Galarza,108528,Vasco,MEI,0.0,0.03333333333333333,Santos,mandante,5.0,5.0
1124,Capasso,112913,Vasco,ZAG,0.0,0.0,Santos,mandante,5.0,5.0
1125,Alex Teixeira,60793,Vasco,MEI,4.7,1.9000000000000004,Santos,mandante,5.0,4.85
1126,Vitor Bueno,87552,Athletico-PR,MEI,3.9,4.0,Coritiba,mandante,5.75,4.825
1127,Terans,102878,Athletico-PR,MEI,3.9,1.6,Coritiba,mandante,5.75,4.825
1128,Fagner,42500,Corinthians,LAT,4.95,3.5,São Paulo,mandante,4.666666666666667,4.808333333333334
