,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Fortaleza,2.3273524864509905,1.2469444593734083,1.9769879130809138,1.4476611656072615,2.152170199765952,1.347302812490335,1.0804080270775822,0.5293267474736523,0.8048673872756171
1,Palmeiras,1.9264509758832822,0.8828735926704283,1.1603080400857917,0.9972255463591959,1.543379507984537,0.9400495695148121,1.0435773832128539,0.16308249372659578,0.6033299384697248
2,Flamengo,2.0877283303774377,1.170658637074897,1.4272380587575348,1.2516558292203313,1.7574831945674863,1.2111572331476141,0.9170696933025406,0.1755822295372036,0.5463259614198721
3,Atlético-MG,1.9086461589870618,0.5920220996136158,0.8986501596966671,1.5417200763028733,1.4036481593418644,1.0668710879582446,1.316624059373446,-0.6430699166062063,0.3367770713836198
4,Bahia,1.3610925672674266,0.7948970371260622,1.1597019688578594,1.2399488362924895,1.260397268062643,1.0174229367092757,0.5661955301413644,-0.08024686743463016,0.2429743313533672
5,Cruzeiro,1.5916138117029226,0.9505067067158897,0.966494656649642,1.1630819234231686,1.2790542341762823,1.0567943150695291,0.6411071049870329,-0.19658726677352667,0.22225991910675313
6,Bragantino,1.2957123510294681,1.1355777493467447,1.6062799719032141,1.443499332984704,1.4509961614663411,1.2895385411657243,0.16013460168272342,0.16278063891851025,0.16145762030061683
7,América-MG,1.6245030737872423,1.3771764761873022,1.6768067448186914,1.6556315478920056,1.650654909302967,1.5164040120396538,0.24732659759994013,0.02117519692668579,0.13425089726331318
8,Fluminense,1.4629881517941266,0.8316367976958865,1.6423557637970698,2.058186441703775,1.552671957795598,1.4449116196998308,0.6313513540982401,-0.41583067790670514,0.10776033809576724
9,Santos,1.1664290644942839,1.1617636208985933,1.374023870961901,1.2624861515468178,1.2702264677280923,1.2121248862227056,0.004665443595690544,0.11153771941508328,0.05810158150538669
10,Internacional,1.7091785833149844,1.4547512047259694,1.0742379922243583,1.4405950161900616,1.3917082877696714,1.4476731104580156,0.254427378589015,-0.36635702396570324,-0.05596482268834424
11,Goiás,1.196350594183423,1.0387439926127031,1.1349071032341111,1.414832116136363,1.1656288487087672,1.226788054374533,0.15760660157071982,-0.2799250129022519,-0.06115920566576594
12,Cuiabá,1.4937139042029606,0.9550715179664735,0.901624609720104,1.7537101153921228,1.1976692569615324,1.3543908166792982,0.5386423862364871,-0.8520855056720188,-0.1567215597177658
13,São Paulo,1.0644732834032014,1.5639658923350441,1.4325378368469994,1.4426189625315677,1.2485055601251003,1.503292427433306,-0.4994926089318428,-0.010081125684568315,-0.25478686730820566
14,Botafogo,1.7050026699841054,0.9878146493135591,1.1628182427123261,2.392126965549697,1.4339104563482157,1.689970807431628,0.7171880206705463,-1.2293087228373707,-0.2560603510834123
15,Coritiba,1.6250974718496725,1.9853926338959407,0.8027374314886331,1.0566939320951674,1.2139174516691527,1.521043282995554,-0.3602951620462682,-0.2539565006065343,-0.30712583132640137
16,Athletico-PR,0.9573093620417097,1.1073939572656766,0.7243569023693015,1.1987525298699022,0.8408331322055056,1.1530732435677895,-0.1500845952239669,-0.4743956275006007,-0.3122401113622839
17,Corinthians,1.303177597770381,1.1198382095061772,0.7650301909795674,1.5921663041228322,1.034103894374974,1.3560022568145047,0.18333938826420382,-0.8271361131432649,-0.3218983624395306
18,Grêmio,1.4624624961318382,2.1812985548964776,1.1065729367137254,1.8418047275062,1.2845177164227817,2.011551641201339,-0.7188360587646394,-0.7352317907924746,-0.7270339247785573
19,Vasco,1.0979963669813035,1.1546446006177637,0.6993019949402007,2.172881780911286,0.8986491809607522,1.663763190764525,-0.05664823363646021,-1.4735797859710855,-0.7651140098037728
