,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
277,14,110818,Renato Paiva,Bahia,TEC,8.91,1.76,-0.21,0.0,0.0,29.230073069282827,11.157204297370212,0.0,8.712257493150307,0.6097706269305169,0,5,44.60469063717117,15.303084476510437,15.303084476510437,visitante,0.0,3.2014285714285715,0,4.966666666666666,3.5425,4.966666666666666,0,0,1.0
1542,14,78077,Madson,Athletico-PR,LAT,5.68,0.0,0.0,7.142857142857142,0.0,26.43080640727711,11.544436113173456,1.1185714285714283,2.1119831041351667,0.2105777882152917,0,5,62.51884979165947,29.342595931312562,62.51884979165947,mandante,3.801428571428572,0.0,0,2.9333333333333336,-0.65,2.9333333333333336,0,0,1.0
3242,14,72497,Gustavo Campanharo,Internacional,MEI,5.6,-0.4,-0.76,0.0,0.0,35.70074116203511,11.157204297370212,2.321428571428572,2.9124620559520875,0.3158925394994494,0,10,21.111986944977843,29.342595931312562,21.111986944977843,mandante,2.9428571428571435,0.0,0,0.2,0.7999999999999999,0.2,0,0,1.0
1477,14,90061,Bruno Pacheco,Fortaleza,LAT,11.16,10.4,1.06,13.300714285714285,0.0,42.45808798743432,12.647216085280135,4.772142857142859,9.987627938364637,0.7057094552257918,0,9,56.298191556027724,29.342595931312562,56.298191556027724,mandante,5.428571428571429,0.0,0,9.075,5.9,9.075,0,0,1.0
1479,14,89275,William,Cruzeiro,LAT,10.15,8.6,0.26,7.142857142857142,0.0,43.059932302648285,12.477332210039116,2.6364285714285707,8.389398217543372,0.6832134539850881,0,8,71.53394882930243,29.342595931312562,71.53394882930243,mandante,3.521428571428572,0.0,0,3.3666666666666667,5.575,3.3666666666666667,0,0,1.0
1487,14,112709,Kaiki,Cruzeiro,LAT,3.0,5.7,0.21,0.0,0.0,29.494623333833093,11.431929572095484,0.0,0.6623209119113187,0.13571428571428573,0,8,71.53394882930243,29.342595931312562,71.53394882930243,mandante,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0
1492,14,97468,Marçal,Botafogo,LAT,10.84,4.6,-0.83,0.0,0.0,37.47347579857266,12.042375673613016,1.7857142857142858,3.53393422746882,0.2604109787228829,0,15,63.91724477469142,29.342595931312562,63.91724477469142,mandante,4.841666666666667,0.0,0,6.3,4.6,6.3,0,0,1.0
1496,14,86864,Marlon,América-MG,LAT,5.15,3.9,0.64,7.142857142857142,0.0,37.36410746382143,11.350254490420404,1.0714285714285714,5.395741914513246,0.4830495624727579,0,2,55.861021899243234,29.342595931312562,55.861021899243234,mandante,3.126785714285714,0.0,0,11.7,2.333333333333333,11.7,0,0,1.0
1504,14,78850,Reinaldo,Grêmio,LAT,7.55,1.7,-0.03,26.84,1.7857142857142858,26.02117465165577,11.323317254180846,3.454285714285714,4.781709666807651,0.4027859736606163,0,9,44.60469063717117,36.977167166150814,36.977167166150814,visitante,0.0,3.2,0,7.4,3.75,7.4,0,0,1.0
1541,14,82628,Tinga,Fortaleza,LAT,9.35,0.0,0.0,7.142857142857142,1.020408163265306,47.25092700009391,12.206377853744225,4.5685714285714285,7.72691485772129,0.5914538724368777,0,9,56.298191556027724,29.342595931312562,56.298191556027724,mandante,5.488095238095238,0.0,0,9.833333333333334,3.4333333333333336,9.833333333333334,0,0,1.0
