,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.821666666666666,6.078333333333333
1,Acevedo,104783,Bahia,MEI,3.78,2.6
2,Ademir,101314,Bahia,ATA,3.06,2.2199999999999998
3,Aderlan,88423,Bragantino,LAT,5.45,2.0999999999999996
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.116666666666667,2.6999999999999997
6,Adson,111682,Corinthians,MEI,3.34,3.2399999999999998
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,1.0499999999999998,3.4000000000000004
9,Alan Franco,99889,São Paulo,ZAG,1.3,2.6666666666666665
10,Alan Patrick,68685,Internacional,MEI,1.8200000000000003,4.32
11,Alef Manga,101254,Coritiba,ATA,5.675,6.725
12,Alemão,98219,Internacional,ATA,1.2333333333333334,4.4
13,Alerrandro,101715,Bragantino,ATA,5.85,0.09999999999999998
14,Alesson,97321,Goiás,ATA,2.8000000000000003,1.4749999999999999
15,Alex Santana,85465,Athletico-PR,MEI,3.9,1.8599999999999999
16,Alex Teixeira,60793,Vasco,MEI,3.85,1.9666666666666668
17,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
18,Alison,73974,Santos,MEI,1.9000000000000001,0.25
19,Alisson,81845,São Paulo,MEI,3.233333333333334,2.033333333333333
20,Allyson,124340,Cuiabá,ZAG,1.9,3.466666666666667
21,Aloísio,73850,América-MG,ATA,4.400000000000001,5.9399999999999995
22,Alê,86388,América-MG,MEI,0.23333333333333336,4.675
23,Andrey,93787,Coritiba,MEI,1.5499999999999998,0.06666666666666668
24,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333
25,André,107498,Fluminense,MEI,3.1500000000000004,3.4499999999999997
26,André,121792,Grêmio,ATA,2.9749999999999996,0.6
27,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,1.4
28,António Oliveira,111578,Cuiabá,TEC,4.035,5.595
29,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242
30,Apodi,51042,Goiás,LAT,3.4999999999999996,1.375
31,Arboleda,91573,São Paulo,ZAG,6.866666666666667,2.775
32,Arias,99815,Fluminense,MEI,3.84,3.9799999999999995
33,Arrascaeta,87863,Flamengo,MEI,3.6,4.840000000000001
34,Arriagada,108624,Athletico-PR,ATA,0.3,0.0
35,Arthur Sales,111771,Bahia,ATA,2.9200000000000004,1.3
36,Artur,95799,Palmeiras,ATA,6.8500000000000005,6.383333333333333
37,Ayrton Lucas,88393,Flamengo,LAT,7.983333333333333,4.666666666666667
38,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
39,Barros,122485,Vasco,MEI,2.15,1.9749999999999999
40,Battaglia,94845,Atlético-MG,MEI,1.525,1.3833333333333335
41,Bento,105208,Athletico-PR,GOL,3.9499999999999997,4.7
42,Benítez,93550,América-MG,MEI,5.5,2.55
43,Biel,110760,Bahia,ATA,7.675,4.7
44,Bitello,112140,Grêmio,MEI,6.671428571428572,5.775
45,Boschilia,86841,Coritiba,MEI,2.9749999999999996,4.02
46,Brenno,100830,Grêmio,GOL,0.0,0.0
47,Breno,122991,América-MG,MEI,4.05,3.0
48,Breno Lopes,93988,Palmeiras,ATA,0.3,1.1500000000000001
49,Bruninho,113558,Bragantino,MEI,3.275,2.9
50,Bruno Alves,73620,Grêmio,ZAG,2.457142857142857,0.62
51,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,2.54
52,Bruno Gomes,106202,Coritiba,MEI,5.216666666666668,3.0999999999999996
53,Bruno Henrique,90285,Flamengo,ATA,3.3000000000000003,1.0666666666666667
54,Bruno Melo,84339,Goiás,ZAG,2.7800000000000002,3.933333333333333
55,Bruno Mezenga,37865,Santos,ATA,0.3333333333333333,1.2
56,Bruno Méndez,103700,Corinthians,ZAG,1.2666666666666668,1.0399999999999998
57,Bruno Pacheco,90061,Fortaleza,LAT,7.1499999999999995,5.94
58,Bruno Rodrigues,92811,Cruzeiro,ATA,4.499999999999999,10.020000000000001
59,Bruno Santos,122668,Goiás,LAT,0.7999999999999999,0.2333333333333334
60,Bruno Tabata,107174,Palmeiras,MEI,0.575,1.3
61,Bruno Uvini,70221,Grêmio,ZAG,1.525,2.65
62,Bruno Viana,92291,Coritiba,ZAG,1.4599999999999997,0.76
63,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
64,Brítez,101995,Fortaleza,ZAG,4.5,3.9799999999999995
65,Bustos,96678,Internacional,LAT,2.6999999999999997,3.8249999999999997
66,Caio Alexandre,106323,Fortaleza,MEI,2.033333333333333,5.966666666666666
67,Caio Paulista,102318,São Paulo,LAT,4.8,4.283333333333333
68,Calebe,109461,Fortaleza,MEI,3.1166666666666667,3.3833333333333333
69,Calleri,89840,São Paulo,ATA,6.6166666666666645,4.78
70,Camacho,68770,Santos,MEI,1.1,1.05
71,Cano,79631,Fluminense,ATA,3.516666666666667,4.866666666666667
