,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.444285714285714,5.871428571428572
1,Acevedo,104783,Bahia,MEI,3.3499999999999996,2.3833333333333333
2,Ademir,101314,Bahia,ATA,3.233333333333333,2.1
3,Aderlan,88423,Bragantino,LAT,5.45,5.333333333333333
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.442857142857143,3.2285714285714286
6,Adson,111682,Corinthians,MEI,3.34,2.6999999999999997
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.23999999999999985,3.4000000000000004
9,Alan Franco,99889,São Paulo,ZAG,2.6999999999999997,2.6666666666666665
10,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7
11,Alan Patrick,68685,Internacional,MEI,1.3500000000000003,4.32
12,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18
13,Alemão,98219,Internacional,ATA,1.5,4.2
14,Alerrandro,101715,Bragantino,ATA,5.85,-0.03333333333333335
15,Alesson,97321,Goiás,ATA,2.12,1.1999999999999997
16,Alex Santana,85465,Athletico-PR,MEI,3.8000000000000003,1.6666666666666663
17,Alex Teixeira,60793,Vasco,MEI,3.257142857142857,2.1571428571428575
18,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
19,Alison,73974,Santos,MEI,1.9000000000000001,0.25
20,Alisson,81845,São Paulo,MEI,3.2285714285714286,2.314285714285714
21,Alisson,125469,Atlético-MG,ATA,-0.3,0.0
22,Allyson,124340,Cuiabá,ZAG,3.45,3.466666666666667
23,Aloísio,73850,América-MG,ATA,4.400000000000001,4.733333333333333
24,Alê,86388,América-MG,MEI,0.23333333333333336,4.675
25,Andrey,93787,Coritiba,MEI,1.5499999999999998,0.625
26,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333
27,André,107498,Fluminense,MEI,3.5200000000000005,3.4499999999999997
28,André,121792,Grêmio,ATA,2.38,0.6
29,Andrés Hurtado,110715,Bragantino,LAT,6.324999999999999,1.4
