,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.4999283913359525,1.6218503538817768,1.0816539716225744,1.5920277705773689
1,Botafogo,1.789472997120606,0.7544830212131133,0.8931543116793188,1.6871694610484589
2,Corinthians,1.3665878501942466,1.1887656828676771,0.9257413811194593,1.612227724016405
3,Bahia,1.5135173465340657,1.2110937074575598,1.0436323876048756,1.2176953594685789
4,Fluminense,1.2623059583553051,0.9837059104929834,1.1981064364058895,1.8482574898122954
5,Vasco,1.2869512879374827,0.842454043030912,0.9451162794071862,1.7411689941453983
6,Palmeiras,2.015341673538626,0.7916294100626501,0.9860371697708332,1.3666850324734767
7,São Paulo,1.6369921585854763,1.0772868254479975,0.9964006189608058,1.4006752847038446
8,Santos,1.1830156221132664,1.1382119757779108,0.7799733538428918,1.4544843678008885
9,Bragantino,1.7414474221947427,0.8563913503840546,1.1793527181968195,1.5614179178658183
10,Atlético-MG,1.7232758732978641,1.0109925829259445,1.0779569491506338,0.9381455913942328
11,Cruzeiro,1.575170345407761,1.0190574990699575,1.3074324582787997,1.269007877379682
12,Grêmio,1.7510521104727916,1.5579494285677065,1.4607264456002806,1.8244332332610929
13,Internacional,1.329991494521426,1.2279796822811102,0.8999421847481794,1.4075610055136933
14,Goiás,1.2713672233821653,1.221651211727028,1.056794649009682,1.7101707522625829
15,Athletico-PR,1.862678420047859,1.0305662078236477,0.9890967741914533,1.5005136708776277
16,Coritiba,1.3867475030779364,1.188867043741665,0.9895367012000513,1.6609129967185061
17,América-MG,1.3011650434565285,1.2358143745901866,1.3250722374956376,1.6851801652315104
18,Fortaleza,1.6069605987024536,1.0972570286931513,1.618742126929817,1.4808907845196388
19,Cuiabá,1.1947726932390967,0.7418112401080238,1.1065376414935344,1.4847986332287881
