,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'FD': 1, 'FS': 2, 'G': 1}",71844,6,356,5,6,0.0,6.09,0.0,2.55,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",thiago-galhardo,Thiago Galhardo,T. Galhardo,Thiago Galhardo do Nascimento Rocha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Nulo
1,"{'CA': 1, 'DS': 1, 'FC': 2, 'FD': 2, 'FF': 4, 'FS': 6, 'G': 2, 'I': 2}",80196,6,356,4,6,1.4,8.52,-0.58,4.0,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Nulo
2,"{'CA': 2, 'DS': 2, 'FC': 6, 'FD': 4, 'FF': 2, 'FS': 5, 'G': 2, 'I': 5}",98225,6,267,5,7,3.7,6.76,0.61,3.83,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,Provável
3,"{'CA': 1, 'DS': 4, 'FC': 5, 'FF': 1, 'FS': 2}",98619,6,294,3,6,0.0,3.7,0.0,1.37,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Nulo
4,"{'CA': 2, 'DS': 2, 'FC': 2, 'FD': 2, 'FS': 9, 'G': 1}",71162,6,284,4,7,3.4,5.79,0.51,2.45,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q8oUM9e.png,Provável
5,"{'DS': 6, 'FC': 5, 'FD': 3, 'FF': 5, 'FS': 8, 'FT': 2, 'G': 3, 'I': 1}",95799,6,275,5,7,13.0,12.24,1.73,7.87,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",artur,Artur,Artur,Artur Victor Guimarães,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Provável
6,"{'CA': 2, 'DS': 4, 'FC': 4, 'FD': 1, 'FS': 3, 'G': 1, 'I': 1, 'SG': 2}",87225,6,293,3,2,1.7,9.69,-0.65,4.44,5,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Dúvida
7,"{'CA': 1, 'DS': 8, 'FC': 11, 'FD': 3, 'FF': 2, 'FS': 9, 'G': 1, 'PS': 1, 'SG': 2}",88393,6,262,2,7,1.5,14.27,-1.37,5.67,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",ayrton-lucas,Ayrton Lucas,A. Lucas,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Provável
8,"{'CA': 2, 'CV': 1, 'DS': 3, 'FC': 5, 'FF': 1, 'FS': 2, 'G': 1, 'I': 1}",102253,6,290,3,7,0.1,4.23,-0.23,1.7,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Provável
9,"{'DS': 4, 'FC': 2, 'FS': 1}",63013,6,275,2,5,0.0,6.26,0.0,4.7,1,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,Contundido
10,"{'CA': 1, 'DE': 15, 'FS': 1, 'GS': 5, 'SG': 3}",72294,6,282,1,7,9.0,6.18,1.16,4.08,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",everson,Everson,Everson,Everson Felipe Marques Pires,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Provável
11,"{'A': 1, 'CA': 1, 'DE': 16, 'FS': 1, 'GS': 7, 'SG': 2}",105208,6,293,1,7,-1.0,9.21,-2.03,3.92,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",bento,Bento,Bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,Provável
12,"{'DS': 4, 'FC': 4, 'FF': 1, 'FS': 2, 'I': 1, 'SG': 1}",105175,6,293,2,7,0.5,6.35,-0.84,2.58,4,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Provável
13,"{'A': 1, 'DS': 4, 'FC': 9, 'FD': 3, 'FF': 5, 'FS': 13, 'G': 2, 'I': 1}",114802,6,293,5,7,8.5,10.08,1.14,6.18,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': None, 'minutos_jogados': None, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,Provável
