,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.5567300218419546,1.6130320219753798,1.1450766863498634,1.602800337060878
1,Botafogo,1.7537439465335394,0.6571887961427666,0.7977011728566,1.8046984548207512
2,Corinthians,1.3465873331666613,1.0833324275913272,0.8581096648286702,1.4268360318127145
3,Bahia,1.4793874098304087,1.164248143958753,1.2428105636857818,1.3120041889068377
4,Fluminense,1.277626406376809,1.082740003626197,1.2031260139974944,1.7817412155726786
5,Vasco,1.334091254312038,0.9443808048572638,0.8491411330296824,1.6964733300766248
6,Palmeiras,2.187160134300868,0.7869857289359349,0.981127959996706,1.294848373213458
7,São Paulo,1.5208022568746038,1.0326594203196178,1.1003602576459617,1.2734852195184128
8,Santos,1.1956403074217887,1.0773422243313038,0.7414860950814695,1.4171063107291335
9,Bragantino,1.7147882510713541,0.8820400175403135,1.1902594781976898,1.5314922842005014
10,Atlético-MG,1.6183612933978837,1.018731050295627,1.0027557690368998,0.9447846329131248
11,Cruzeiro,1.4609178900559336,1.0588845574268724,1.4221206326120788,1.2512380773026657
12,Grêmio,1.7751966490089817,1.509865125998876,1.3716524970972308,1.7339011891449323
13,Internacional,1.3105483415159485,1.3017971876637564,0.8600180242081981,1.4462841242752031
14,Goiás,1.1792089321556491,1.2148126380225783,1.0801870787590462,1.7694354437977329
15,Athletico-PR,1.8021018873937713,1.0408810728555071,0.9945450967456301,1.3869493204524035
16,Coritiba,1.346823723513382,1.1844577736859307,1.0633032255308315,1.756813940821013
17,América-MG,1.241713539611999,1.2662543694037036,1.2605902386238903,1.6907062655750504
18,Fortaleza,1.604744192365022,1.0281200813822506,1.6189408377004353,1.4249989128749687
19,Cuiabá,1.2378468699927088,0.7442223426015923,1.0492276098942643,1.504035575907712
