,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1350,Raphael Veiga,94509,Palmeiras,MEI,16.133333333333336,3.8750000000000004,Botafogo,mandante,1.6,8.866666666666669
1351,Moisés,104666,Fortaleza,ATA,11.766666666666667,1.0666666666666667,Atlético-MG,mandante,3.9166666666666665,7.841666666666667
1352,Júlio,113295,América-MG,ZAG,9.7,0.0,Internacional,mandante,4.333333333333333,7.016666666666666
1353,Lima,96340,Fluminense,MEI,7.959999999999999,5.3500000000000005,Bahia,mandante,5.9,6.93
1354,Luis Suárez,69318,Grêmio,ATA,10.883333333333333,4.466666666666666,Coritiba,mandante,2.5,6.691666666666666
1355,Marcelo,38402,Fluminense,LAT,7.2,6.0,Bahia,mandante,5.9,6.550000000000001
1356,Ganso,62977,Fluminense,MEI,7.159999999999999,4.68,Bahia,mandante,5.9,6.529999999999999
1357,Nino,91708,Fluminense,ZAG,7.1,2.5833333333333335,Bahia,mandante,5.9,6.5
1358,Pepê,101573,Grêmio,MEI,10.5,0.0,Coritiba,mandante,2.5,6.5
1359,Luan Patrick,106835,Bragantino,ZAG,8.1,0.7,Goiás,mandante,4.833333333333333,6.466666666666667
1360,Pablo,69138,Athletico-PR,ATA,8.1,1.9,Corinthians,mandante,4.333333333333333,6.216666666666667
1361,Juninho Capixaba,94968,Bragantino,LAT,7.6,4.72,Goiás,mandante,4.833333333333333,6.216666666666667
1362,Vitor Roque,114802,Athletico-PR,ATA,8.08,6.8,Corinthians,mandante,4.333333333333333,6.206666666666667
1363,Bruno Pacheco,90061,Fortaleza,LAT,8.32,5.94,Atlético-MG,mandante,3.9166666666666665,6.118333333333333
1364,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667,Bahia,mandante,5.9,6.050000000000001
1365,Mendoza,90031,Santos,ATA,10.85,2.65,Flamengo,mandante,1.0,5.925
1366,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,1.4,Goiás,mandante,4.833333333333333,5.799999999999999
1367,Vitinho,101960,Bragantino,ATA,6.75,1.875,Goiás,mandante,4.833333333333333,5.791666666666666
1368,Pedro Caixinha,117711,Bragantino,TEC,6.748333333333334,3.718,Goiás,mandante,4.833333333333333,5.7908333333333335
1369,Tinga,82628,Fortaleza,LAT,7.640000000000001,4.58,Atlético-MG,mandante,3.9166666666666665,5.778333333333333
1370,Adriel,107748,Grêmio,GOL,9.0,1.5,Coritiba,mandante,2.5,5.75
1371,Fernando Diniz,72391,Fluminense,TEC,5.587999999999999,5.660000000000001,Bahia,mandante,5.9,5.744
1372,Helinho,102598,Bragantino,ATA,6.4799999999999995,1.55,Goiás,mandante,4.833333333333333,5.656666666666666
1373,José López,113103,Palmeiras,ATA,9.7,0.44999999999999996,Botafogo,mandante,1.6,5.6499999999999995
1374,Paulo Turra,82747,Athletico-PR,TEC,6.843999999999999,4.218,Corinthians,mandante,4.333333333333333,5.588666666666667
1375,Canobbio,102928,Athletico-PR,ATA,6.625,3.475,Corinthians,mandante,4.333333333333333,5.479166666666666
1376,Vitor Mendes,104401,Fluminense,ZAG,5.0,4.9,Bahia,mandante,5.9,5.45
1377,Henry Mosquera,124239,Bragantino,ATA,5.959999999999999,1.6,Goiás,mandante,4.833333333333333,5.3966666666666665
1378,Benítez,93550,América-MG,MEI,6.4,2.55,Internacional,mandante,4.333333333333333,5.366666666666667
1379,Alerrandro,101715,Bragantino,ATA,5.85,0.09999999999999998,Goiás,mandante,4.833333333333333,5.341666666666667
1380,Erick,98022,Athletico-PR,MEI,6.319999999999999,1.1,Corinthians,mandante,4.333333333333333,5.326666666666666
1381,Samuel Xavier,73384,Fluminense,LAT,4.625,5.133333333333333,Bahia,mandante,5.9,5.2625
1382,João Ricardo,81881,Fortaleza,GOL,6.5,7.25,Atlético-MG,mandante,3.9166666666666665,5.208333333333333
1383,Lucas Evangelista,84674,Bragantino,MEI,5.5,6.16,Goiás,mandante,4.833333333333333,5.166666666666666
1384,Matheus Fernandes,94067,Bragantino,MEI,5.466666666666668,6.55,Goiás,mandante,4.833333333333333,5.15
1385,Danilo Avelar,72142,América-MG,ZAG,5.85,4.675000000000001,Internacional,mandante,4.333333333333333,5.091666666666667
1386,Cano,79631,Fluminense,ATA,4.24,4.866666666666667,Bahia,mandante,5.9,5.07
1387,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003,Atlético-MG,mandante,3.9166666666666665,5.058333333333334
1388,Juan Vojvoda,104754,Fortaleza,TEC,6.183999999999999,5.581666666666668,Atlético-MG,mandante,3.9166666666666665,5.050333333333333
1389,Fábio,37656,Fluminense,GOL,4.2,5.916666666666667,Bahia,mandante,5.9,5.050000000000001
1390,Aderlan,88423,Bragantino,LAT,5.26,2.0999999999999996,Goiás,mandante,4.833333333333333,5.046666666666667
1391,Pedrinho,110995,Athletico-PR,LAT,5.699999999999999,0.55,Corinthians,mandante,4.333333333333333,5.016666666666666
1392,Maurício Kozlinski,72595,Fortaleza,GOL,6.0,0.0,Atlético-MG,mandante,3.9166666666666665,4.958333333333333
1393,Cristaldo,89846,Grêmio,MEI,7.3999999999999995,4.05,Coritiba,mandante,2.5,4.949999999999999
1394,Arias,99815,Fluminense,MEI,3.9,3.9799999999999995,Bahia,mandante,5.9,4.9
1395,Aloísio,73850,América-MG,ATA,5.460000000000001,5.9399999999999995,Internacional,mandante,4.333333333333333,4.8966666666666665
1396,Fernando,106950,Athletico-PR,LAT,5.266666666666667,5.266666666666667,Corinthians,mandante,4.333333333333333,4.8
1397,Eduardo Sasha,70360,Bragantino,ATA,4.766666666666667,5.92,Goiás,mandante,4.833333333333333,4.8
1398,Maicon,71227,Santos,ZAG,8.6,0.0,Flamengo,mandante,1.0,4.8
1399,Marlon,91706,Cruzeiro,LAT,6.400000000000001,13.339999999999998,São Paulo,mandante,3.0,4.700000000000001
1400,Kannemann,87342,Grêmio,ZAG,6.9,2.075,Coritiba,mandante,2.5,4.7
1401,Pedro Henrique,87225,Athletico-PR,ZAG,5.0600000000000005,3.0,Corinthians,mandante,4.333333333333333,4.696666666666667
1402,Eduardo Santos,106434,Bragantino,ZAG,4.5,1.5,Goiás,mandante,4.833333333333333,4.666666666666666
1403,Titi,50353,Fortaleza,ZAG,5.34,5.380000000000001,Atlético-MG,mandante,3.9166666666666665,4.628333333333333
1404,Wesley,105811,Cruzeiro,ATA,6.139999999999999,4.475,São Paulo,mandante,3.0,4.569999999999999
1405,André,107498,Fluminense,MEI,3.1500000000000004,3.4499999999999997,Bahia,mandante,5.9,4.525
1406,Renato Gaúcho,41929,Grêmio,TEC,6.5200000000000005,3.9839999999999995,Coritiba,mandante,2.5,4.51
1407,Artur,95799,Palmeiras,ATA,7.4,6.383333333333333,Botafogo,mandante,1.6,4.5
1408,Villasanti,97145,Grêmio,MEI,6.44,4.4,Coritiba,mandante,2.5,4.470000000000001
1409,Christian,104502,Athletico-PR,MEI,4.52,6.800000000000001,Corinthians,mandante,4.333333333333333,4.426666666666666
1410,Hércules,116447,Fortaleza,MEI,4.874999999999999,2.35,Atlético-MG,mandante,3.9166666666666665,4.395833333333333
