,atleta_id,apelido,ranking
0,79631,Cano,1
1,71684,Gustavo Gómez,2
2,69318,Luis Suárez,3
3,99815,Arias,4
4,102130,Piquerez,5
5,103767,Gabriel Menino,6
6,41327,Vanderlei Luxemburgo,7
7,118774,Alexsander,8
8,71162,Vina,9
9,112616,Gabriel Grando,10
10,91607,Rony,11
11,73620,Bruno Alves,12
12,39850,Vagner Mancini,13
13,71631,Weverton,14
14,93108,Mateus Vital,15
15,89846,Cristaldo,16
16,101201,Vitor Jacaré,17
17,94583,Pedro,18
18,89898,Róger Guedes,19
19,70172,Fábio,20
