,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.41,6.135
1,Acevedo,104783,Bahia,MEI,2.025,2.5666666666666664
2,Ademir,101314,Bahia,ATA,4.075,1.625
3,Aderlan,88423,Bragantino,LAT,5.125,2.0999999999999996
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,4.720000000000001,0.5333333333333333
6,Adson,111682,Corinthians,MEI,3.8,4.3
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.6999999999999998,2.3666666666666667
9,Alan Franco,99889,São Paulo,ZAG,-1.6,4.6
10,Alan Patrick,68685,Internacional,MEI,1.7000000000000002,5.533333333333334
11,Alef Manga,101254,Coritiba,ATA,8.45,3.65
12,Alemão,98219,Internacional,ATA,1.2333333333333334,2.5666666666666664
13,Alerrandro,101715,Bragantino,ATA,0.2,-0.8
14,Alesson,97321,Goiás,ATA,1.15,2.033333333333333
15,Alex Santana,85465,Athletico-PR,MEI,0.0,1.2333333333333334
16,Alex Teixeira,60793,Vasco,MEI,3.966666666666667,1.2600000000000002
17,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
18,Alison,73974,Santos,MEI,1.8,0.0
19,Alisson,81845,São Paulo,MEI,5.175,2.125
20,Allyson,124340,Cuiabá,ZAG,1.9,2.2
21,Aloísio,73850,América-MG,ATA,7.233333333333334,6.35
22,Alê,86388,América-MG,MEI,0.37500000000000006,5.266666666666667
23,Andrey,93787,Coritiba,MEI,0.25,1.6
24,Andrey Santos,109591,Vasco,MEI,2.4,5.833333333333333
25,André,107498,Fluminense,MEI,3.1500000000000004,3.08
26,André,121792,Grêmio,ATA,-0.15,0.6
27,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,2.1
28,António Oliveira,111578,Cuiabá,TEC,4.26,7.53
29,Antônio Carlos Zago,69029,Coritiba,TEC,3.86,3.0866666666666664
30,Apodi,51042,Goiás,LAT,5.3999999999999995,-0.05
31,Arboleda,91573,São Paulo,ZAG,7.2,2.9000000000000004
32,Arias,99815,Fluminense,MEI,3.233333333333333,3.2
33,Arrascaeta,87863,Flamengo,MEI,5.0,3.4000000000000004
34,Arthur Sales,111771,Bahia,ATA,1.2,1.4666666666666668
35,Artur,95799,Palmeiras,ATA,6.95,7.5249999999999995
36,Ayrton Lucas,88393,Flamengo,LAT,8.2,2.6666666666666665
37,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
38,Barros,122485,Vasco,MEI,3.8,1.9749999999999999
39,Battaglia,94845,Atlético-MG,MEI,1.8333333333333333,1.5999999999999999
40,Bento,105208,Athletico-PR,GOL,2.25,3.625
41,Benítez,93550,América-MG,MEI,6.4,2.55
42,Biel,110760,Bahia,ATA,7.675,4.7
43,Bitello,112140,Grêmio,MEI,6.875,6.033333333333334
44,Boschilia,86841,Coritiba,MEI,3.766666666666666,5.633333333333333
45,Breno,122991,América-MG,MEI,10.9,2.4
46,Breno Lopes,93988,Palmeiras,ATA,0.3,0.2
47,Bruninho,113558,Bragantino,MEI,3.275,2.9
48,Bruno Alves,73620,Grêmio,ZAG,2.875,0.775
49,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,4.033333333333334
50,Bruno Gomes,106202,Coritiba,MEI,5.15,3.8
51,Bruno Henrique,90285,Flamengo,ATA,1.1333333333333335,1.2
52,Bruno Melo,84339,Goiás,ZAG,3.6333333333333333,3.3499999999999996
53,Bruno Mezenga,37865,Santos,ATA,0.0,1.2
54,Bruno Méndez,103700,Corinthians,ZAG,1.9000000000000001,0.6333333333333333
55,Bruno Pacheco,90061,Fortaleza,LAT,8.875,5.933333333333334
56,Bruno Rodrigues,92811,Cruzeiro,ATA,5.475,9.225000000000001
57,Bruno Santos,122668,Goiás,LAT,1.4,-0.95
58,Bruno Tabata,107174,Palmeiras,MEI,0.65,0.0
59,Bruno Uvini,70221,Grêmio,ZAG,0.8,2.3333333333333335
60,Bruno Viana,92291,Coritiba,ZAG,1.8249999999999997,0.8333333333333334
61,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
62,Brítez,101995,Fortaleza,ZAG,3.8000000000000003,4.066666666666666
63,Bustos,96678,Internacional,LAT,3.55,5.0
64,Caio Alexandre,106323,Fortaleza,MEI,2.5999999999999996,6.6499999999999995
65,Caio Paulista,102318,São Paulo,LAT,6.325,4.45
66,Calebe,109461,Fortaleza,MEI,4.1000000000000005,2.95
67,Calleri,89840,São Paulo,ATA,8.024999999999999,3.9000000000000004
68,Camacho,68770,Santos,MEI,1.1,2.3000000000000003
69,Cano,79631,Fluminense,ATA,4.633333333333334,4.44
70,Canobbio,102928,Athletico-PR,ATA,5.366666666666667,3.6
71,Cantillo,85315,Corinthians,MEI,8.9,0.0
72,Capasso,112913,Vasco,ZAG,0.0,-0.1
73,Carabajal,98723,Vasco,MEI,1.6,5.8
74,Carballo,91254,Grêmio,MEI,1.4,-0.6
75,Carlos de Pena,87242,Internacional,MEI,3.2500000000000004,2.8000000000000003
76,Cauly,123360,Bahia,MEI,4.1,2.95
77,Ceballos,115502,Fortaleza,ZAG,6.2,3.0500000000000003
78,Ceppelini,72762,Cuiabá,MEI,1.0499999999999998,1.7000000000000002
79,Chancellor,93166,Coritiba,ZAG,1.3,0.9999999999999999
80,Christian,104502,Athletico-PR,MEI,5.5249999999999995,6.1000000000000005
81,Chrystian Barletta,107726,Corinthians,MEI,3.3,1.7
82,Cleiton,93882,Bragantino,GOL,2.675,3.0
83,Cristaldo,89846,Grêmio,MEI,7.0,4.166666666666667
84,Cuello,98909,Athletico-PR,ATA,1.1,3.35
85,Cuiabano,116065,Grêmio,LAT,3.2,11.1
86,Cássio,42234,Corinthians,GOL,2.375,0.625
87,Daniel,93791,Bahia,MEI,1.2,0.0
88,Daniel Borges,73318,Botafogo,LAT,5.9,0.0
89,Daniel Junior,116432,Cruzeiro,MEI,0.5,0.0
90,Daniel Ruiz,116672,Santos,MEI,1.125,0.875
91,Danilo Avelar,72142,América-MG,ZAG,-0.4,3.1333333333333333
92,Danilo Barbosa,86777,Botafogo,MEI,2.8,5.45
93,Darlan,104593,Grêmio,MEI,0.2,0.0
94,David,90309,São Paulo,ATA,8.5,0.2
95,David Braz,50317,Fluminense,ZAG,5.0,5.0
96,David Duarte,91772,Bahia,ZAG,3.375,2.566666666666667
97,David Luiz,52827,Flamengo,ZAG,3.4333333333333336,13.3
98,Deivid Washington,124251,Santos,ATA,10.95,3.1
99,Denilson,115986,Cuiabá,MEI,2.433333333333333,1.25
100,Deyverson,92708,Cuiabá,ATA,1.5750000000000002,3.1999999999999997
101,Di Placido,98605,Botafogo,LAT,9.08,2.4333333333333336
102,Diego,101027,Goiás,MEI,4.8999999999999995,3.6
103,Diego Costa,101728,São Paulo,ZAG,0.30000000000000004,2.75
104,Diego Gonçalves,90540,Goiás,ATA,0.6,1.025
105,Diego Rosa,107796,Bahia,MEI,1.65,0.5666666666666668
106,Diogo Barbosa,70916,Grêmio,LAT,5.65,0.23333333333333328
107,Dodi,89883,Santos,MEI,1.975,5.400000000000001
108,Dodô,107375,Goiás,MEI,-0.65,0.0
109,Dorival Júnior,40990,São Paulo,TEC,7.91,4.260000000000001
110,Du Queiroz,113687,Corinthians,MEI,-0.3,0.2
111,Dudu,68920,Palmeiras,ATA,4.925,8.05
112,Ed Carlos,118747,Santos,MEI,0.0,1.0
113,Edenílson,63289,Atlético-MG,MEI,2.1333333333333333,2.725
114,Eduardo,68708,Botafogo,MEI,6.640000000000001,3.966666666666667
115,Eduardo Bauermann,86970,Santos,ZAG,6.7,2.5
116,Eduardo Coudet,94853,Atlético-MG,TEC,5.614999999999999,5.970000000000001
117,Eduardo Santos,106434,Bragantino,ZAG,2.375,2.033333333333333
118,Eduardo Sasha,70360,Bragantino,ATA,5.24,5.1000000000000005
119,Emerson Ramon,112370,Cuiabá,ATA,1.7,1.4
120,Emerson Ávila,50456,Goiás,TEC,4.913333333333333,2.814
121,Emmanuel Martínez,103388,América-MG,MEI,3.25,2.3
122,Endrick,115959,Palmeiras,ATA,4.0,1.75
123,Eric Ramires,103295,Bragantino,MEI,1.0333333333333334,0.7999999999999999
124,Erick,98022,Athletico-PR,MEI,7.3999999999999995,0.6
125,Erick Marcus,121184,Vasco,ATA,1.6,5.3
126,Erick Pulgar,91473,Flamengo,MEI,1.8333333333333333,1.05
127,Estevão,117870,Internacional,MEI,0.2,0.0
128,Everaldo,78117,Bahia,ATA,3.8666666666666667,4.1
129,Everaldo,91151,América-MG,ATA,4.466666666666666,4.949999999999999
130,Everson,72294,Atlético-MG,GOL,2.125,4.625
131,Everton,86757,Flamengo,ATA,4.7,4.6000000000000005
132,Everton Galdino,89918,Grêmio,ATA,2.725,4.25
133,Everton Ribeiro,51772,Flamengo,MEI,6.166666666666667,3.8
134,Fabinho,111760,Palmeiras,MEI,1.7999999999999998,2.5
135,Fabrício Bruno,90768,Flamengo,ZAG,5.6,1.6666666666666667
136,Fagner,42500,Corinthians,LAT,5.775,2.5
137,Fausto Vera,107950,Corinthians,MEI,2.55,3.4
138,Felipe Augusto,111408,Corinthians,ATA,0.7,0.0
139,Felipe Azevedo,60825,América-MG,ATA,2.7750000000000004,0.675
140,Felipe Melo,38545,Fluminense,MEI,0.03333333333333329,0.6666666666666666
