,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,Fortaleza,1.604744192365022,1.0281200813822506,1.6189408377004353,1.4249989128749687,1.6118425150327287,1.2265594971286098,0.5766241109827714,0.19394192482546657,0.3852830179041189,1.5,0.6666666666666666,0.7142857142857143,0.8571428571428571,1.1071428571428572,0.7619047619047619,0.8333333333333334,-0.1428571428571428,0.34523809523809534,0.5046996578898715
1,Coritiba,1.346823723513382,1.1844577736859307,1.0633032255308315,1.756813940821013,1.2050634745221067,1.470635857253472,0.16236594982745123,-0.6935107152901816,-0.2655723827313652,0.5,1.3333333333333333,1.1428571428571428,2.5714285714285716,0.8214285714285714,1.9523809523809526,-0.8333333333333333,-1.4285714285714288,-1.1309523809523812,0.3836349030935353
2,Vasco,1.334091254312038,0.9443808048572638,0.8491411330296824,1.6964733300766248,1.0916161936708602,1.3204270674669443,0.3897104494547742,-0.8473321970469424,-0.2288108737960841,0.6666666666666666,1.6666666666666667,0.8571428571428571,1.5714285714285714,0.7619047619047619,1.619047619047619,-1.0,-0.7142857142857143,-0.8571428571428572,0.3297114317660983
3,Bahia,1.4793874098304087,1.164248143958753,1.2428105636857818,1.3120041889068377,1.3610989867580954,1.2381261664327954,0.31513926587165564,-0.06919362522105588,0.12297282032529999,1.4285714285714286,1.5714285714285714,0.6666666666666666,1.5,1.0476190476190477,1.5357142857142856,-0.1428571428571428,-0.8333333333333334,-0.4880952380952379,0.3134799391390477
4,Cruzeiro,1.4609178900559336,1.0588845574268724,1.4221206326120788,1.2512380773026657,1.4415192613340062,1.155061317364769,0.40203333262906127,0.1708825553094131,0.2864579439692372,0.42857142857142855,0.8571428571428571,1.8333333333333333,0.6666666666666666,1.130952380952381,0.7619047619047619,-0.42857142857142855,1.1666666666666665,0.36904761904761907,0.3105668803816253
5,Corinthians,1.3465873331666613,1.0833324275913272,0.8581096648286702,1.4268360318127145,1.1023484989976657,1.2550842297020208,0.26325490557533415,-0.5687263669840442,-0.1527357307043551,1.2,0.8,0.42857142857142855,1.5714285714285714,0.8142857142857143,1.1857142857142857,0.3999999999999999,-1.1428571428571428,-0.37142857142857144,0.28806278471195146
6,Cuiabá,1.2378468699927088,0.7442223426015923,1.0492276098942643,1.504035575907712,1.1435372399434867,1.1241289592546522,0.4936245273911165,-0.45480796601344764,0.01940828068883449,1.0,1.5,0.8571428571428571,1.1428571428571428,0.9285714285714286,1.3214285714285714,-0.5,-0.2857142857142857,-0.3928571428571428,0.21496581137205806
7,Goiás,1.1792089321556491,1.2148126380225783,1.0801870787590462,1.7694354437977329,1.1296980054573478,1.4921240409101557,-0.03560370586692918,-0.6892483650386867,-0.36242603545280794,1.3333333333333333,1.8333333333333333,0.5714285714285714,1.5714285714285714,0.9523809523809523,1.7023809523809523,-0.5,-1.0,-0.75,0.17731705307639545
8,Santos,1.1956403074217887,1.0773422243313038,0.7414860950814695,1.4171063107291335,0.9685632012516291,1.2472242675302185,0.11829808309048495,-0.6756202156476641,-0.27866106627858944,1.2857142857142858,1.2857142857142858,0.3333333333333333,1.3333333333333333,0.8095238095238095,1.3095238095238095,0.0,-1.0,-0.5,0.15903939172781956
9,Athletico-PR,1.8021018873937713,1.0408810728555071,0.9945450967456301,1.3869493204524035,1.3983234920697007,1.2139151966539554,0.7612208145382642,-0.3924042237067734,0.18440829541574533,1.5714285714285714,1.0,1.0,1.6666666666666667,1.2857142857142856,1.3333333333333335,0.5714285714285714,-0.6666666666666667,-0.047619047619047894,0.11260920635541516
10,América-MG,1.241713539611999,1.2662543694037036,1.2605902386238903,1.6907062655750504,1.2511518891179447,1.478480317489377,-0.024540829791704688,-0.43011602695116014,-0.2273284283714323,1.0,1.7142857142857142,1.3333333333333333,2.1666666666666665,1.1666666666666665,1.9404761904761902,-0.7142857142857142,-0.8333333333333333,-0.7738095238095237,0.08448522245127821
11,Internacional,1.3105483415159485,1.3017971876637564,0.8600180242081981,1.4462841242752031,1.0852831828620733,1.3740406559694798,0.00875115385219205,-0.5862661000670051,-0.2887574731074065,1.1666666666666667,0.6666666666666666,0.8571428571428571,1.4285714285714286,1.0119047619047619,1.0476190476190477,0.5000000000000001,-0.5714285714285715,-0.03571428571428581,0.0733784209573114
