,clube,xG_mean,xG_total
0,Fortaleza,1.991233261831378,13.938632832819644
1,Palmeiras,1.7896152279448234,12.527306595613766
2,Cruzeiro,1.7149333571354748,12.004533499948318
3,Flamengo,1.527311739507247,10.691182176550729
4,Bahia,1.4692739530849412,10.284917671594584
5,Bragantino,1.4375172590742291,10.062620813519604
6,Botafogo,1.327704510660224,9.293931574621565
7,Atlético-MG,1.3043448037955083,9.130413626568556
8,Fluminense,1.2975907708229442,9.08313539576061
9,América-MG,1.2540361990350317,8.778253393245222
10,Athletico-PR,1.2164233180602135,8.514963226421495
11,São Paulo,1.214289458403691,8.500026208825837
12,Cuiabá,1.1991995220775062,8.394396654542545
13,Grêmio,1.1879075241154458,8.315352668808123
14,Goiás,1.1580013830918667,8.10600968164307
15,Internacional,1.1437336414020616,8.006135489814431
16,Santos,1.1097915548301434,7.768540883811003
17,Coritiba,1.0508312212037811,7.355818548426468
18,Vasco,0.9949608458506101,6.964725920954269
19,Corinthians,0.9268947448273857,6.488263213791699
