,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,69318,Luis Suárez,284,5.651020529304864,42,10,4,0.5651020529304864,0.4,0.13454810784059199,10.5,Grêmio
1,99818,Paulinho,282,3.7397432379147637,25,8,3,0.46746790473934546,0.375,0.14958972951659055,8.333333333333334,Atlético-MG
2,101254,Alef Manga,294,3.154326615310584,24,7,2,0.450618087901512,0.2857142857142857,0.131430275637941,12.0,Coritiba
3,104666,Moisés,356,2.461129122179836,16,6,3,0.4101881870299727,0.5,0.15382057013623976,5.333333333333333,Fortaleza
4,94509,Raphael Veiga,275,2.8302995965907685,28,7,4,0.40432851379868123,0.5714285714285714,0.10108212844967031,7.0,Palmeiras
5,98022,Erick,293,1.9874553177326244,15,5,0,0.39749106354652486,0.0,0.13249702118217496,inf,Athletico-PR
6,83257,Gabriel,262,3.5369360920113087,26,9,3,0.3929928991123676,0.3333333333333333,0.1360360035388965,8.666666666666666,Flamengo
7,87470,Thaciano,265,3.4311827365501397,34,9,3,0.38124252628334887,0.3333333333333333,0.10091713931029822,11.333333333333334,Bahia
8,84042,Tiquinho Soares,263,3.4232178992284568,31,9,10,0.38035754435871744,1.1111111111111112,0.11042638384607925,3.1,Botafogo
9,101960,Vitinho,280,2.9829485699019576,31,8,1,0.3728685712377447,0.125,0.09622414741619217,31.0,Bragantino
10,89840,Calleri,276,3.332380480329899,23,9,3,0.3702644978144332,0.3333333333333333,0.1448861078404304,7.666666666666667,São Paulo
11,102928,Canobbio,293,2.136366180246814,17,6,1,0.3560610300411357,0.16666666666666666,0.1256685988380479,17.0,Athletico-PR
12,114802,Vitor Roque,293,3.5119794632216768,26,10,6,0.35119794632216766,0.6,0.13507613320083373,4.333333333333333,Athletico-PR
13,72142,Danilo Avelar,327,1.3963249340951018,9,4,3,0.34908123352377546,0.75,0.15514721489945577,3.0,América-MG
14,92708,Deyverson,1371,2.6770204386952368,22,8,3,0.3346275548369046,0.375,0.12168274721341986,7.333333333333333,Cuiabá
15,110759,John Kennedy,266,2.333530464856871,17,7,2,0.333361494979553,0.2857142857142857,0.1372664979327571,8.5,Fluminense
16,89898,Róger Guedes,264,3.542274216767449,36,11,4,0.3220249287970408,0.36363636363636365,0.09839650602131803,9.0,Corinthians
17,105811,Wesley,283,2.8797072095344776,20,9,3,0.31996746772605306,0.3333333333333333,0.1439853604767239,6.666666666666667,Cruzeiro
18,90031,Mendoza,277,1.9098308470835876,17,6,3,0.31830514118059794,0.5,0.11234299100491692,5.666666666666667,Santos
19,110760,Biel,265,1.9092006095047704,19,6,2,0.3182001015841284,0.3333333333333333,0.10048424260551424,9.5,Bahia
20,61188,Gilberto,283,3.8122673883873124,29,12,3,0.317688949032276,0.25,0.13145749615128663,9.666666666666666,Cruzeiro
21,109497,Marcos Leonardo,277,2.199952950665847,19,7,1,0.31427899295226386,0.14285714285714285,0.11578699740346564,19.0,Santos
22,93108,Mateus Vital,283,1.5379820265432522,14,5,0,0.30759640530865046,0.0,0.10985585903880372,inf,Cruzeiro
23,115915,Lelê,266,2.417752660486528,19,8,2,0.302219082560816,0.25,0.12725014002560672,9.5,Fluminense
24,94207,Guilherme,356,1.8115221626384455,12,6,0,0.3019203604397409,0.0,0.15096018021987045,inf,Fortaleza
25,80287,Luciano,276,2.698258073449682,28,9,3,0.2998064526055202,0.3333333333333333,0.09636635976606008,9.333333333333334,São Paulo
26,87098,Matheus Peixoto,290,2.378225762711023,20,8,2,0.29727822033887785,0.25,0.11891128813555114,10.0,Goiás
27,68920,Dudu,275,2.9443261210810348,31,10,2,0.29443261210810345,0.2,0.09497826197035596,15.5,Palmeiras
28,79631,Cano,266,2.6286112861760245,27,9,3,0.29206792068622495,0.3333333333333333,0.09735597356207498,9.0,Fluminense
29,73850,Aloísio,327,3.095462477034568,32,11,3,0.28140567973041525,0.2727272727272727,0.09673320240733024,10.666666666666666,América-MG
30,101002,Júnior Santos,263,2.5266533208550324,24,9,2,0.28073925787278137,0.2222222222222222,0.10527722170229302,12.0,Botafogo
31,98225,Pedro Raul,267,2.21287002793236,18,8,2,0.276608753491545,0.25,0.12293722377402,9.0,Vasco
32,39148,Hulk,282,3.008056551398602,42,11,5,0.273459686490782,0.45454545454545453,0.0716203940809191,8.4,Atlético-MG
33,110607,Gabriel Pirani,266,1.3436394892030832,8,5,1,0.2687278978406166,0.2,0.1679549361503854,8.0,Fluminense
34,95799,Artur,275,2.940781046438778,28,11,4,0.26734373149443436,0.36363636363636365,0.10502789451567064,7.0,Palmeiras
