,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.955,5.21
1,Acevedo,104783,Bahia,MEI,3.9,2.55
2,Ademir,101314,Bahia,ATA,1.4,2.25
3,Aderlan,88423,Bragantino,LAT,3.05,2.8
4,Adriel,107748,Grêmio,GOL,9.0,0.0
5,Adryelson,91664,Botafogo,ZAG,0.5,0.85
6,Adson,111682,Corinthians,MEI,-0.3,6.3
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,2.5,0.0
9,Alan Patrick,68685,Internacional,MEI,1.7000000000000002,7.9
10,Alef Manga,101254,Coritiba,ATA,8.45,1.3
11,Alemão,98219,Internacional,ATA,0.3500000000000001,8.2
12,Alerrandro,101715,Bragantino,ATA,0.2,0.0
13,Alex Teixeira,60793,Vasco,MEI,4.7,0.4
14,Alexsander,118774,Fluminense,LAT,10.5,2.45
15,Alison,73974,Santos,MEI,0.0,0.0
16,Alisson,81845,São Paulo,MEI,5.8,2.6
17,Allyson,124340,Cuiabá,ZAG,1.9,2.2
18,Alê,86388,América-MG,MEI,2.7,14.8
19,Andrey,93787,Coritiba,MEI,0.25,1.6
20,Andrey Santos,109591,Vasco,MEI,2.4,11.8
21,André,107498,Fluminense,MEI,4.9,5.6
22,André,121792,Grêmio,ATA,-0.3,1.7
23,Andrés Hurtado,110715,Bragantino,LAT,2.1,0.0
24,Antônio Carlos Zago,69029,Coritiba,TEC,5.25,0.0
25,Apodi,51042,Goiás,LAT,9.6,-0.1
26,Arboleda,91573,São Paulo,ZAG,7.0,3.6
27,Arias,99815,Fluminense,MEI,1.6,1.9
28,Arthur Sales,111771,Bahia,ATA,0.0,1.1
29,Artur,95799,Palmeiras,ATA,4.0,10.9
30,Ayrton Lucas,88393,Flamengo,LAT,8.95,3.1
31,Baralhas,99440,Internacional,MEI,0.9,3.4
32,Battaglia,94845,Atlético-MG,MEI,0.9,0.0
33,Bento,105208,Athletico-PR,GOL,7.0,1.75
34,Biel,110760,Bahia,ATA,0.7,0.2
35,Bitello,112140,Grêmio,MEI,8.4,3.3499999999999996
36,Boschilia,86841,Coritiba,MEI,4.1,0.0
37,Breno Lopes,93988,Palmeiras,ATA,0.5,0.0
38,Bruninho,113558,Bragantino,MEI,7.05,0.0
39,Bruno Alves,73620,Grêmio,ZAG,4.7,1.55
40,Bruno Fuchs,104085,Atlético-MG,ZAG,0.0,4.7
41,Bruno Gomes,106202,Coritiba,MEI,5.25,7.5
42,Bruno Henrique,90285,Flamengo,ATA,1.05,0.0
43,Bruno Melo,84339,Goiás,ZAG,-0.2,1.05
44,Bruno Mezenga,37865,Santos,ATA,0.0,1.2
45,Bruno Méndez,103700,Corinthians,ZAG,-0.6,1.2
46,Bruno Pacheco,90061,Fortaleza,LAT,5.3500000000000005,10.5
47,Bruno Rodrigues,92811,Cruzeiro,ATA,12.6,9.05
48,Bruno Viana,92291,Coritiba,ZAG,2.65,0.0
49,Brítez,101995,Fortaleza,ZAG,4.15,6.3
50,Bustos,96678,Internacional,LAT,7.1,0.0
51,Caio Alexandre,106323,Fortaleza,MEI,2.0999999999999996,10.0
52,Caio Paulista,102318,São Paulo,LAT,7.4,6.3500000000000005
53,Calebe,109461,Fortaleza,MEI,4.4,-0.2
54,Calleri,89840,São Paulo,ATA,11.5,10.1
55,Cano,79631,Fluminense,ATA,5.7,4.7
56,Cantillo,85315,Corinthians,MEI,8.9,0.0
57,Capasso,112913,Vasco,ZAG,0.0,0.0
58,Carabajal,98723,Vasco,MEI,1.6,0.0
59,Carlos de Pena,87242,Internacional,MEI,4.3500000000000005,0.8
60,Cauly,123360,Bahia,MEI,2.3,3.05
61,Ceppelini,72762,Cuiabá,MEI,0.9999999999999999,2.4
62,Christian,104502,Athletico-PR,MEI,9.7,1.3
63,Chrystian Barletta,107726,Corinthians,MEI,3.3,0.9
64,Cleiton,93882,Bragantino,GOL,-3.0,0.0
65,Cristaldo,89846,Grêmio,MEI,5.7,2.2
66,Cássio,42234,Corinthians,GOL,0.5,1.5
67,Daniel,93791,Bahia,MEI,1.2,0.0
68,Daniel Borges,73318,Botafogo,LAT,5.9,0.0
69,Daniel Ruiz,116672,Santos,MEI,2.75,0.5
70,Danilo Barbosa,86777,Botafogo,MEI,2.8,5.45
71,Darlan,104593,Grêmio,MEI,0.2,0.0
72,David Duarte,91772,Bahia,ZAG,1.2,6.0
73,David Luiz,52827,Flamengo,ZAG,1.6,0.0
74,Denilson,115986,Cuiabá,MEI,1.65,0.0
75,Deyverson,92708,Cuiabá,ATA,2.3000000000000003,2.1
76,Di Placido,98605,Botafogo,LAT,1.9,2.35
77,Diego,101027,Goiás,MEI,1.2,3.9
78,Diego Rosa,107796,Bahia,MEI,1.2,0.45
79,Diogo Barbosa,70916,Grêmio,LAT,10.8,0.29999999999999993
80,Dodi,89883,Santos,MEI,0.35000000000000003,1.4
81,Dorival Júnior,40990,São Paulo,TEC,9.45,4.85
82,Du Queiroz,113687,Corinthians,MEI,-0.3,0.2
83,Dudu,68920,Palmeiras,ATA,6.05,8.7
