,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1180,Guilherme,94207,Fortaleza,ATA,2.9333333333333336,11.7,América-MG,visitante,5.733333333333333,8.716666666666667
1181,Raphael Veiga,94509,Palmeiras,MEI,16.133333333333336,12.8,Santos,visitante,3.0,7.9
1182,Willian,42116,Athletico-PR,ATA,8.0,8.0,Bragantino,visitante,7.166666666666667,7.583333333333334
1183,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0,América-MG,visitante,5.733333333333333,7.366666666666667
1184,Reinaldo,104420,Athletico-PR,ATA,1.7,0.0,Bragantino,visitante,7.166666666666667,7.166666666666667
1185,Bryan García,110013,Athletico-PR,MEI,0.0,0.0,Bragantino,visitante,7.166666666666667,7.166666666666667
1186,Pavón,91908,Atlético-MG,ATA,4.066666666666667,8.366666666666667,Coritiba,visitante,5.666666666666667,7.0166666666666675
1187,Caio Alexandre,106323,Fortaleza,MEI,3.0999999999999996,8.299999999999999,América-MG,visitante,5.733333333333333,7.016666666666666
1188,Rubens,110727,Atlético-MG,LAT,6.333333333333333,8.066666666666666,Coritiba,visitante,5.666666666666667,6.866666666666667
1189,Piquerez,102130,Palmeiras,LAT,0.95,10.65,Santos,visitante,3.0,6.825
1190,Erick Marcus,121184,Vasco,ATA,1.6,10.6,São Paulo,visitante,3.0,6.8
1191,Christian,104502,Athletico-PR,MEI,6.233333333333333,6.1000000000000005,Bragantino,visitante,7.166666666666667,6.633333333333334
1192,Hulk,39148,Atlético-MG,ATA,10.800000000000002,7.533333333333334,Coritiba,visitante,5.666666666666667,6.6000000000000005
1193,Rafael Navarro,105770,Palmeiras,ATA,1.8,9.8,Santos,visitante,3.0,6.4
1194,Artur,95799,Palmeiras,ATA,6.95,9.7,Santos,visitante,3.0,6.35
1195,John Kennedy,110759,Fluminense,ATA,1.2666666666666666,12.15,Botafogo,visitante,0.5,6.325
1196,Dudu,68920,Palmeiras,ATA,4.925,9.45,Santos,visitante,3.0,6.225
1197,Juan Vojvoda,104754,Fortaleza,TEC,6.086666666666666,6.673333333333335,América-MG,visitante,5.733333333333333,6.203333333333334
1198,Vitor Roque,114802,Athletico-PR,ATA,7.3999999999999995,4.966666666666667,Bragantino,visitante,7.166666666666667,6.066666666666666
1199,Bento,105208,Athletico-PR,GOL,3.0,4.833333333333333,Bragantino,visitante,7.166666666666667,6.0
1200,Eduardo Coudet,94853,Atlético-MG,TEC,6.4366666666666665,6.293333333333334,Coritiba,visitante,5.666666666666667,5.98
1201,Fernando,106950,Athletico-PR,LAT,8.5,4.7,Bragantino,visitante,7.166666666666667,5.933333333333334
1202,Bruno Pacheco,90061,Fortaleza,LAT,5.666666666666667,5.933333333333334,América-MG,visitante,5.733333333333333,5.833333333333334
1203,Ronald Lopes,100969,Cuiabá,MEI,1.3,7.15,Cruzeiro,visitante,4.5,5.825
1204,Raniele,95556,Cuiabá,MEI,2.766666666666667,7.133333333333333,Cruzeiro,visitante,4.5,5.816666666666666
1205,Paulo Turra,82747,Athletico-PR,TEC,7.3066666666666675,4.386666666666667,Bragantino,visitante,7.166666666666667,5.776666666666667
1206,Yago Pikachu,80196,Fortaleza,MEI,2.1999999999999997,5.8,América-MG,visitante,5.733333333333333,5.766666666666667
1207,Lucas Crispim,88597,Fortaleza,MEI,1.2,0.0,América-MG,visitante,5.733333333333333,5.733333333333333
1208,Canobbio,102928,Athletico-PR,ATA,4.4,4.3,Bragantino,visitante,7.166666666666667,5.733333333333333
1209,Maurício Kozlinski,72595,Fortaleza,GOL,6.0,0.0,América-MG,visitante,5.733333333333333,5.733333333333333
1210,Thiago Galhardo,71844,Fortaleza,ATA,3.4,0.0,América-MG,visitante,5.733333333333333,5.733333333333333
1211,José Welison,86859,Fortaleza,MEI,0.9999999999999999,0.0,América-MG,visitante,5.733333333333333,5.733333333333333
1212,Ceballos,115502,Fortaleza,ZAG,6.2,5.7,América-MG,visitante,5.733333333333333,5.716666666666667
1213,Luan,80692,Palmeiras,ZAG,6.35,8.4,Santos,visitante,3.0,5.7
1214,Isaac,124247,Atlético-MG,ATA,-0.3,0.0,Coritiba,visitante,5.666666666666667,5.666666666666667
1215,Pedrinho,98706,Atlético-MG,MEI,0.0,0.0,Coritiba,visitante,5.666666666666667,5.666666666666667
1216,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,5.550000000000001,Coritiba,visitante,5.666666666666667,5.608333333333334
1217,Vitor Bueno,87552,Athletico-PR,MEI,2.05,4.0,Bragantino,visitante,7.166666666666667,5.583333333333334
1218,Nathan Silva,95794,Atlético-MG,ZAG,5.8,5.5,Coritiba,visitante,5.666666666666667,5.583333333333334
