,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,4.156666666666667,5.1425
1,Acevedo,104783,Bahia,MEI,6.0,2.2
2,Ademir,101314,Bahia,ATA,1.5499999999999998,2.1999999999999997
3,Aderlan,88423,Bragantino,LAT,6.1,11.8
4,Adryelson,91664,Botafogo,ZAG,6.666666666666667,5.25
5,Adson,111682,Corinthians,MEI,4.6,1.1
6,Alan Empereur,88033,Cuiabá,ZAG,-0.7333333333333334,4.433333333333333
7,Alan Franco,99889,São Paulo,ZAG,2.6999999999999997,-1.2
8,Alan Kardec,50347,Atlético-MG,ATA,-0.15000000000000002,8.7
9,Alan Patrick,68685,Internacional,MEI,0.8999999999999999,2.5
10,Alef Manga,101254,Coritiba,ATA,6.3,9.533333333333333
11,Alemão,98219,Internacional,ATA,2.65,6.65
12,Alerrandro,101715,Bragantino,ATA,11.5,0.35
13,Alesson,97321,Goiás,ATA,2.766666666666667,-0.03333333333333333
14,Alex Santana,85465,Athletico-PR,MEI,3.8000000000000003,2.1
15,Alex Teixeira,60793,Vasco,MEI,2.7249999999999996,3.1666666666666665
16,Alison,73974,Santos,MEI,2.1,0.5
17,Alisson,81845,São Paulo,MEI,3.25,2.566666666666667
18,Alisson,125469,Atlético-MG,ATA,-0.3,0.0
19,Allyson,124340,Cuiabá,ZAG,5.0,4.1
20,Aloísio,73850,América-MG,ATA,1.5666666666666664,1.2666666666666666
21,Alê,86388,América-MG,MEI,-0.05,1.45
22,Andrey,93787,Coritiba,MEI,2.8499999999999996,0.2999999999999999
23,Andrey Santos,109591,Vasco,MEI,0.3,0.0
24,André,107498,Fluminense,MEI,3.766666666666667,3.9
25,André,121792,Grêmio,ATA,4.066666666666666,-0.1
26,Andrés Hurtado,110715,Bragantino,LAT,8.85,0.7
27,António Oliveira,111578,Cuiabá,TEC,5.0475,4.949999999999999
28,Antônio Carlos Zago,69029,Coritiba,TEC,4.57,3.043333333333333
29,Apodi,51042,Goiás,LAT,1.9333333333333336,1.8666666666666665
30,Arboleda,91573,São Paulo,ZAG,5.550000000000001,3.3333333333333335
31,Arias,99815,Fluminense,MEI,4.75,4.566666666666666
32,Armando Evangelista,125081,Goiás,TEC,4.35,4.826666666666667
33,Arrascaeta,87863,Flamengo,MEI,10.5,6.575000000000001
34,Arriagada,108624,Athletico-PR,ATA,0.3,1.8
35,Arthur Sales,111771,Bahia,ATA,9.8,0.8
36,Artur,95799,Palmeiras,ATA,5.3999999999999995,5.733333333333333
37,Aránguiz,69325,Internacional,MEI,2.2,-0.3
