,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
835,João Pedro,89273,Grêmio,LAT,15.4,4.6,Bragantino,mandante,0.0,15.4
836,Eduardo,68708,Botafogo,MEI,13.9,3.6500000000000004,Atlético-MG,mandante,10.0,11.95
837,Bruno Rodrigues,92811,Cruzeiro,ATA,12.6,9.05,Santos,mandante,9.0,10.8
838,Diogo Barbosa,70916,Grêmio,LAT,10.8,0.29999999999999993,Bragantino,mandante,0.0,10.8
839,Rafael Cabral,68940,Cruzeiro,GOL,12.5,7.0,Santos,mandante,9.0,10.75
840,Tiquinho Soares,84042,Botafogo,ATA,11.2,13.55,Atlético-MG,mandante,10.0,10.6
841,Segovia,100453,Botafogo,ZAG,0.0,0.0,Atlético-MG,mandante,10.0,10.0
842,William,89275,Cruzeiro,LAT,10.0,5.95,Santos,mandante,9.0,9.5
843,Wallisson,101405,Cruzeiro,MEI,0.0,0.0,Santos,mandante,9.0,9.0
844,Adriel,107748,Grêmio,GOL,9.0,0.0,Bragantino,mandante,0.0,9.0
845,Jhoanner Chávez,110021,Bahia,LAT,9.4,4.1,Coritiba,mandante,8.5,8.95
846,Vitor Jacaré,101201,Bahia,ATA,8.6,8.65,Coritiba,mandante,8.5,8.55
847,Pepa,123907,Cruzeiro,TEC,8.05,7.415,Santos,mandante,9.0,8.525
848,Arthur Sales,111771,Bahia,ATA,0.0,1.1,Coritiba,mandante,8.5,8.5
849,Bitello,112140,Grêmio,MEI,8.4,3.3499999999999996,Bragantino,mandante,0.0,8.4
850,Renato Gaúcho,41929,Grêmio,TEC,8.28,4.365,Bragantino,mandante,0.0,8.28
851,Luís Castro,88037,Botafogo,TEC,6.12,6.5,Atlético-MG,mandante,10.0,8.06
852,Rafael,68928,São Paulo,GOL,12.0,0.5,Internacional,mandante,4.0,8.0
853,Daniel Borges,73318,Botafogo,LAT,5.9,0.0,Atlético-MG,mandante,10.0,7.95
854,Marlon,91706,Cruzeiro,LAT,6.7,12.75,Santos,mandante,9.0,7.85
855,Calleri,89840,São Paulo,ATA,11.5,10.1,Internacional,mandante,4.0,7.75
856,Mateus Vital,93108,Cruzeiro,MEI,6.5,5.0,Santos,mandante,9.0,7.75
857,Kannemann,87342,Grêmio,ZAG,7.7,1.45,Bragantino,mandante,0.0,7.7
858,Machado,96089,Cruzeiro,MEI,6.1,3.0,Santos,mandante,9.0,7.55
859,Lucas Perri,91260,Botafogo,GOL,5.0,6.0,Atlético-MG,mandante,10.0,7.5
860,Sander,86391,Goiás,LAT,11.0,2.5,Palmeiras,mandante,4.0,7.5
861,Richard Coelho,86711,Cruzeiro,MEI,6.0,6.2,Santos,mandante,9.0,7.5
862,Luciano Castán,68942,Cruzeiro,ZAG,5.9,3.8,Santos,mandante,9.0,7.45
863,Víctor Cuesta,79113,Botafogo,ZAG,4.6,0.55,Atlético-MG,mandante,10.0,7.3
864,Tchê Tchê,86686,Botafogo,MEI,4.6,7.6,Atlético-MG,mandante,10.0,7.3
865,Pablo,69138,Athletico-PR,ATA,12.5,1.1,Flamengo,mandante,2.0,7.25
866,Nino,91708,Fluminense,ZAG,15.4,2.95,Vasco,mandante,-1.0,7.2
867,Thomas Luciano,111819,Grêmio,LAT,7.0,0.5,Bragantino,mandante,0.0,7.0
868,Matheus Araújo,105845,Corinthians,MEI,10.9,0.0,Fortaleza,mandante,3.0,6.95
869,Apodi,51042,Goiás,LAT,9.6,-0.1,Palmeiras,mandante,4.0,6.8
