,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1395,Moisés,104666,Fortaleza,ATA,11.766666666666667,1.0666666666666667,Cuiabá,mandante,3.242857142857143,7.504761904761905
1396,Vitor Roque,114802,Athletico-PR,ATA,9.342857142857143,6.8,Bahia,mandante,4.642857142857143,6.992857142857144
1397,Cantillo,85315,Corinthians,MEI,8.9,0.0,Grêmio,mandante,4.833333333333333,6.866666666666667
1398,Róger Guedes,89898,Corinthians,ATA,8.666666666666668,5.800000000000001,Grêmio,mandante,4.833333333333333,6.75
1399,Tiquinho Soares,84042,Botafogo,ATA,10.799999999999999,8.342857142857143,Bragantino,mandante,2.0833333333333335,6.441666666666666
1400,Pablo,69138,Athletico-PR,ATA,8.1,1.9,Bahia,mandante,4.642857142857143,6.371428571428572
1401,Luciano,80287,São Paulo,ATA,7.271428571428571,2.3833333333333333,Santos,mandante,5.166666666666667,6.219047619047619
1402,Júlio,113295,América-MG,ZAG,9.7,0.0,Vasco,mandante,2.4285714285714284,6.064285714285714
1403,Patryck,106829,São Paulo,LAT,6.800000000000001,7.15,Santos,mandante,5.166666666666667,5.983333333333334
1404,Dorival Júnior,40990,São Paulo,TEC,6.701428571428571,4.010000000000001,Santos,mandante,5.166666666666667,5.934047619047619
1405,Lúcio Flávio,103582,Botafogo,TEC,9.73,0.0,Bragantino,mandante,2.0833333333333335,5.906666666666667
1406,Calleri,89840,São Paulo,ATA,6.6166666666666645,4.78,Santos,mandante,5.166666666666667,5.891666666666666
1407,Ruan,104153,Corinthians,MEI,6.9,6.333333333333333,Grêmio,mandante,4.833333333333333,5.866666666666667
1408,Paulo Turra,82747,Athletico-PR,TEC,6.96,3.686666666666667,Bahia,mandante,4.642857142857143,5.801428571428572
1409,Arboleda,91573,São Paulo,ZAG,6.375,3.16,Santos,mandante,5.166666666666667,5.770833333333334
1410,Wesley Carvalho,91971,Athletico-PR,TEC,6.7,3.1149999999999998,Bahia,mandante,4.642857142857143,5.671428571428572
1411,Erick,98022,Athletico-PR,MEI,6.6428571428571415,1.1,Bahia,mandante,4.642857142857143,5.642857142857142
1412,Raí Ramos,90232,São Paulo,LAT,6.1,3.233333333333333,Santos,mandante,5.166666666666667,5.633333333333333
1413,Di Placido,98605,Botafogo,LAT,8.942857142857143,4.95,Bragantino,mandante,2.0833333333333335,5.5130952380952385
1414,Tinga,82628,Fortaleza,LAT,7.733333333333334,3.7166666666666663,Cuiabá,mandante,3.242857142857143,5.488095238095239
1415,Sander,86391,Goiás,LAT,7.216666666666666,4.15,Atlético-MG,mandante,3.642857142857143,5.429761904761905
1416,Bruno Pacheco,90061,Fortaleza,LAT,7.614285714285714,5.916666666666667,Cuiabá,mandante,3.242857142857143,5.428571428571429
1417,Maurício,105647,Internacional,MEI,7.3999999999999995,1.6333333333333335,Palmeiras,mandante,3.2857142857142856,5.3428571428571425
1418,Víctor Cuesta,79113,Botafogo,ZAG,8.585714285714285,3.8333333333333335,Bragantino,mandante,2.0833333333333335,5.33452380952381
