,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1300,Mateusinho,111879,Cuiabá,LAT,9.649999999999999,2.066666666666667,Santos,mandante,4.8,7.225
1301,Léo Pereira,83528,Flamengo,ZAG,10.166666666666666,1.78,Fortaleza,mandante,4.0,7.083333333333333
1302,Matheus Cunha,111690,Flamengo,GOL,9.5,1.8,Fortaleza,mandante,4.0,6.75
1303,Biel,110760,Bahia,ATA,7.675,4.7,Grêmio,mandante,5.4,6.5375
1304,Fernando Sobral,84428,Cuiabá,MEI,7.966666666666668,4.833333333333333,Santos,mandante,4.8,6.383333333333334
1305,Hulk,39148,Atlético-MG,ATA,8.625000000000002,8.028571428571428,América-MG,mandante,4.0,6.312500000000001
1306,Thaciano,87470,Bahia,MEI,7.040000000000001,5.033333333333332,Grêmio,mandante,5.4,6.220000000000001
1307,Ayrton Lucas,88393,Flamengo,LAT,7.983333333333333,4.666666666666667,Fortaleza,mandante,4.0,5.991666666666667
1308,Róger Guedes,89898,Corinthians,ATA,10.000000000000002,5.214285714285715,Bragantino,mandante,1.9,5.950000000000001
1309,Tiquinho Soares,84042,Botafogo,ATA,10.5,9.916666666666666,Vasco,mandante,1.3333333333333333,5.916666666666667
1310,Paulinho,99818,Atlético-MG,ATA,7.56,4.016666666666667,América-MG,mandante,4.0,5.779999999999999
1311,Vitor Roque,114802,Athletico-PR,ATA,8.783333333333333,6.8,Palmeiras,mandante,2.6666666666666665,5.725
1312,Jorge Sampaoli,70800,Flamengo,TEC,7.290000000000001,5.108333333333333,Fortaleza,mandante,4.0,5.6450000000000005
1313,Luciano,80287,São Paulo,ATA,7.05,2.3833333333333333,Fluminense,mandante,4.0,5.525
1314,Maurício,105647,Internacional,MEI,10.049999999999999,1.6333333333333335,Cruzeiro,mandante,0.9,5.475
1315,Cicinho,61106,Bahia,LAT,5.55,4.1000000000000005,Grêmio,mandante,5.4,5.475
1316,Vitor Jacaré,101201,Bahia,ATA,5.5,6.666666666666667,Grêmio,mandante,5.4,5.45
1317,Arboleda,91573,São Paulo,ZAG,6.866666666666667,2.775,Fluminense,mandante,4.0,5.433333333333334
1318,Wesley Carvalho,91971,Athletico-PR,TEC,8.16,4.26,Palmeiras,mandante,2.6666666666666665,5.413333333333333
1319,Cantillo,85315,Corinthians,MEI,8.9,0.0,Bragantino,mandante,1.9,5.4
1320,Pablo,69138,Athletico-PR,ATA,8.1,1.9,Palmeiras,mandante,2.6666666666666665,5.383333333333333
1321,Matheus Peixoto,87098,Goiás,ATA,7.7250000000000005,2.4714285714285715,Coritiba,mandante,2.9166666666666665,5.320833333333334
1322,Calleri,89840,São Paulo,ATA,6.6166666666666645,4.78,Fluminense,mandante,4.0,5.308333333333332
1323,Di Placido,98605,Botafogo,LAT,9.200000000000001,2.8,Vasco,mandante,1.3333333333333333,5.2666666666666675
1324,Renato Paiva,110818,Bahia,TEC,5.126666666666667,4.509999999999999,Grêmio,mandante,5.4,5.263333333333334
1325,Jhoanner Chávez,110021,Bahia,LAT,5.066666666666666,3.3,Grêmio,mandante,5.4,5.233333333333333
1326,Dorival Júnior,40990,São Paulo,TEC,6.41,3.62,Fluminense,mandante,4.0,5.205
1327,Sander,86391,Goiás,LAT,7.3199999999999985,4.0,Coritiba,mandante,2.9166666666666665,5.118333333333332
1328,Ryan,122300,Bahia,LAT,4.833333333333333,2.4,Grêmio,mandante,5.4,5.116666666666667
1329,Raí Ramos,90232,São Paulo,LAT,6.1,3.233333333333333,Fluminense,mandante,4.0,5.05
1330,Rikelme,105547,Cuiabá,ATA,5.25,6.325,Santos,mandante,4.8,5.025
1331,Gabriel Xavier,105373,Bahia,ZAG,4.633333333333333,3.4000000000000004,Grêmio,mandante,5.4,5.016666666666667
1332,Fabrício Bruno,90768,Flamengo,ZAG,5.916666666666667,1.3833333333333335,Fortaleza,mandante,4.0,4.958333333333334
1333,Patryck,106829,São Paulo,LAT,5.9,6.4,Fluminense,mandante,4.0,4.95
1334,Everton Ribeiro,51772,Flamengo,MEI,5.875,4.025,Fortaleza,mandante,4.0,4.9375
1335,Víctor Cuesta,79113,Botafogo,ZAG,8.35,3.6799999999999997,Vasco,mandante,1.3333333333333333,4.841666666666667
1336,Rubens,110727,Atlético-MG,LAT,5.66,6.9399999999999995,América-MG,mandante,4.0,4.83
1337,Everton,86757,Flamengo,ATA,5.616666666666667,4.133333333333334,Fortaleza,mandante,4.0,4.808333333333334
1338,Varela,84816,Flamengo,LAT,5.6,0.0,Fortaleza,mandante,4.0,4.8
1339,Pavón,91908,Atlético-MG,ATA,5.54,5.0,América-MG,mandante,4.0,4.77
1340,Paulo Turra,82747,Athletico-PR,TEC,6.843999999999999,4.218,Palmeiras,mandante,2.6666666666666665,4.755333333333333
1341,Santos,69012,Flamengo,GOL,5.5,1.0,Fortaleza,mandante,4.0,4.75
1342,Erick,98022,Athletico-PR,MEI,6.766666666666666,1.1,Palmeiras,mandante,2.6666666666666665,4.716666666666666
1343,Ruan,104153,Corinthians,MEI,7.5,6.8500000000000005,Bragantino,mandante,1.9,4.7
1344,Luís Castro,88037,Botafogo,TEC,8.055,5.578333333333333,Vasco,mandante,1.3333333333333333,4.694166666666667
1345,Wesley,115239,Flamengo,LAT,5.383333333333333,3.15,Fortaleza,mandante,4.0,4.691666666666666
1346,Rezende,90449,Bahia,MEI,3.9599999999999995,3.0,Grêmio,mandante,5.4,4.68
1347,Eduardo Coudet,94853,Atlético-MG,TEC,5.358,6.2700000000000005,América-MG,mandante,4.0,4.679
1348,Acevedo,104783,Bahia,MEI,3.78,2.6,Grêmio,mandante,5.4,4.59
1349,Vargas,69102,Atlético-MG,ATA,5.1,0.5666666666666667,América-MG,mandante,4.0,4.55
1350,Lucas Beraldo,112136,São Paulo,ZAG,5.1,2.725,Fluminense,mandante,4.0,4.55
1351,Pablo Maia,113359,São Paulo,MEI,5.1,1.6333333333333335,Fluminense,mandante,4.0,4.55
1352,Zé Ricardo,102911,Goiás,MEI,6.18,4.4,Coritiba,mandante,2.9166666666666665,4.548333333333333
1353,Hugo,109668,Botafogo,LAT,7.699999999999999,8.200000000000001,Vasco,mandante,1.3333333333333333,4.516666666666667
1354,Marllon,70666,Cuiabá,ZAG,4.2,2.5166666666666666,Santos,mandante,4.8,4.5
1355,Canobbio,102928,Athletico-PR,ATA,6.32,3.475,Palmeiras,mandante,2.6666666666666665,4.493333333333333
1356,Marçal,97468,Botafogo,LAT,7.6000000000000005,5.1,Vasco,mandante,1.3333333333333333,4.466666666666667
1357,Pedro,94583,Flamengo,ATA,4.916666666666667,3.875,Fortaleza,mandante,4.0,4.458333333333334
1358,Cauly,123360,Bahia,MEI,3.516666666666666,2.466666666666667,Grêmio,mandante,5.4,4.458333333333333
1359,Mauricio Lemos,87853,Atlético-MG,ZAG,4.8999999999999995,2.475,América-MG,mandante,4.0,4.449999999999999
1360,António Oliveira,111578,Cuiabá,TEC,4.035,5.595,Santos,mandante,4.8,4.4175
1361,Caio Paulista,102318,São Paulo,LAT,4.8,4.283333333333333,Fluminense,mandante,4.0,4.4
