,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,6.465999999999999,6.5840000000000005
1,Acevedo,104783,Bahia,MEI,2.025,2.6999999999999997
2,Ademir,101314,Bahia,ATA,4.075,2.2199999999999998
3,Aderlan,88423,Bragantino,LAT,5.125,2.0999999999999996
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.116666666666667,1.5499999999999998
6,Adson,111682,Corinthians,MEI,3.34,3.1499999999999995
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.6999999999999998,3.56
9,Alan Franco,99889,São Paulo,ZAG,-1.6,2.6666666666666665
10,Alan Patrick,68685,Internacional,MEI,1.8200000000000003,4.800000000000001
11,Alef Manga,101254,Coritiba,ATA,6.3,5.666666666666667
12,Alemão,98219,Internacional,ATA,1.2333333333333334,2.5666666666666664
13,Alerrandro,101715,Bragantino,ATA,0.2,0.09999999999999998
14,Alesson,97321,Goiás,ATA,2.8000000000000003,2.033333333333333
15,Alex Santana,85465,Athletico-PR,MEI,3.9,1.9
16,Alex Teixeira,60793,Vasco,MEI,4.025,1.9666666666666668
17,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
18,Alison,73974,Santos,MEI,1.9000000000000001,0.25
19,Alisson,81845,São Paulo,MEI,4.0600000000000005,2.2
20,Allyson,124340,Cuiabá,ZAG,1.9,3.466666666666667
21,Aloísio,73850,América-MG,ATA,5.460000000000001,6.35
22,Alê,86388,América-MG,MEI,0.30000000000000004,5.266666666666667
23,Andrey,93787,Coritiba,MEI,1.1333333333333333,0.15000000000000002
24,Andrey Santos,109591,Vasco,MEI,2.4,5.833333333333333
25,André,107498,Fluminense,MEI,4.1000000000000005,3.4499999999999997
26,André,121792,Grêmio,ATA,-0.15,0.6
27,Andrés Hurtado,110715,Bragantino,LAT,6.766666666666666,1.4
28,António Oliveira,111578,Cuiabá,TEC,4.26,6.5
29,Antônio Carlos Zago,69029,Coritiba,TEC,4.5600000000000005,3.1075
30,Apodi,51042,Goiás,LAT,3.4999999999999996,-0.05
31,Arboleda,91573,São Paulo,ZAG,6.866666666666667,3.1333333333333333
32,Arias,99815,Fluminense,MEI,3.9,3.9799999999999995
33,Arrascaeta,87863,Flamengo,MEI,3.6,6.7
34,Arthur Sales,111771,Bahia,ATA,2.9200000000000004,1.4666666666666668
35,Artur,95799,Palmeiras,ATA,7.4,6.419999999999999
36,Ayrton Lucas,88393,Flamengo,LAT,7.983333333333333,5.8
37,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
38,Barros,122485,Vasco,MEI,2.15,1.9749999999999999
39,Battaglia,94845,Atlético-MG,MEI,1.525,1.25
40,Bento,105208,Athletico-PR,GOL,3.6,5.4399999999999995
41,Benítez,93550,América-MG,MEI,6.4,2.55
42,Biel,110760,Bahia,ATA,7.675,4.7
43,Bitello,112140,Grêmio,MEI,6.44,5.775
44,Boschilia,86841,Coritiba,MEI,3.766666666666666,5.0249999999999995
45,Breno,122991,América-MG,MEI,4.333333333333333,2.4
46,Breno Lopes,93988,Palmeiras,ATA,0.3,1.9666666666666668
47,Bruninho,113558,Bragantino,MEI,3.275,2.9
48,Bruno Alves,73620,Grêmio,ZAG,2.8600000000000003,0.62
49,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,4.033333333333334
50,Bruno Gomes,106202,Coritiba,MEI,5.28,3.4799999999999995
51,Bruno Henrique,90285,Flamengo,ATA,3.3000000000000003,1.2
52,Bruno Melo,84339,Goiás,ZAG,2.7800000000000002,3.3499999999999996
53,Bruno Mezenga,37865,Santos,ATA,0.65,1.2
54,Bruno Méndez,103700,Corinthians,ZAG,1.2666666666666668,1.2999999999999998
55,Bruno Pacheco,90061,Fortaleza,LAT,8.32,6.025
56,Bruno Rodrigues,92811,Cruzeiro,ATA,4.859999999999999,10.020000000000001
57,Bruno Santos,122668,Goiás,LAT,0.7999999999999999,-0.95
58,Bruno Tabata,107174,Palmeiras,MEI,0.7666666666666666,0.0
59,Bruno Uvini,70221,Grêmio,ZAG,0.7333333333333334,2.65
60,Bruno Viana,92291,Coritiba,ZAG,1.8249999999999997,0.6
61,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
