,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
3549,16,113558,Bruninho,Bragantino,MEI,8.65,2.2,-0.24,11.25,6.25,31.11248764660644,11.440981179553773,3.14375,2.486859209857005,0.2227060566877633,0,8,44.71959073921697,29.16804662698807,29.16804662698807,visitante,0.0,4.61875,0,1.7000000000000002,4.1,1.7000000000000002,0,0,1.0
3555,16,99412,Morelli,Goiás,MEI,6.3000000000000025,1.9,-0.48,6.25,0.8928571428571428,33.280477318399356,11.440981179553773,5.618125,5.705192889854847,0.571164577983078,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,4.766666666666667,0.0,0,3.6666666666666665,3.3,3.6666666666666665,0,0,1.0
1741,16,91664,Adryelson,Botafogo,ZAG,6.97,7.2,0.65,6.25,1.0416666666666663,32.03142714978527,13.28504697304391,3.12875,5.956647470278552,0.8257880793490607,0,13,87.82448407903422,29.450687708565283,87.82448407903422,mandante,4.71875,0.0,0,6.3,5.9,6.3,0,0,1.0
3561,16,80196,Yago Pikachu,Fortaleza,MEI,7.55,1.4,0.01,12.5,3.333333333333333,30.987471943538328,11.440981179553773,7.050624999999998,4.297978990028261,0.3547815193957371,0,6,39.75614010946658,29.450687708565283,39.75614010946658,mandante,3.2214285714285715,0.0,0,4.4,0.12500000000000006,4.4,0,0,1.0
2787,16,91151,Everaldo,América-MG,ATA,9.08,0.0,0.0,18.75,1.25,33.033369961398144,11.440981179553773,5.026,7.325784634090733,0.3786027213529831,0,3,14.52081910336974,29.450687708565283,14.52081910336974,mandante,4.2525,0.0,0,4.25,3.25,4.25,0,0,1.0
1746,16,98484,Kanu,Bahia,ZAG,5.24,6.4,0.76,0.0,0.0,34.90887745545698,12.133933636619133,2.048125,5.258259093161846,0.5618042855779133,0,2,44.71959073921697,9.274065647802637,9.274065647802637,visitante,0.0,2.9562500000000003,0,3.875,4.1,3.875,0,0,1.0
1751,16,105373,Gabriel Xavier,Bahia,ZAG,3.85,5.6,0.65,0.0,0.0,32.22839934052453,11.985124112809613,1.73625,3.5538578698611087,0.5350379259698425,0,2,44.71959073921697,9.274065647802637,9.274065647802637,visitante,0.0,2.51875,0,6.4,1.5499999999999998,6.4,0,0,1.0
1753,16,83528,Léo Pereira,Flamengo,ZAG,14.43,5.6,0.0,11.931875,3.75,40.95417785832841,12.509691115451211,2.97875,8.006920924753349,0.4519024513443777,0,9,44.71959073921697,31.813224105722355,31.813224105722355,visitante,0.0,3.2119047619047616,0,5.9,4.1000000000000005,5.9,0,0,1.0
3553,16,68991,Lucas Sasha,Fortaleza,MEI,6.079999999999999,1.9,-0.06,0.0,0.0,35.96784293624482,11.440981179553773,1.40625,2.6875699888017923,0.24515917072562535,0,6,39.75614010946658,29.450687708565283,39.75614010946658,mandante,2.704761904761905,0.0,0,0.0,1.9,0.0,0,0,1.0
2727,16,102928,Canobbio,Athletico-PR,ATA,6.13,0.4,-0.26,11.07,2.083333333333333,37.29648540035795,11.440981179553773,6.354375,4.963636184217019,0.6304028254987046,0,10,46.244533489365985,29.450687708565283,46.244533489365985,mandante,3.7142857142857135,0.0,0,3.1666666666666665,1.75,3.1666666666666665,0,0,1.0
3551,16,112140,Bitello,Grêmio,MEI,12.74,2.0,-0.63,17.935,4.434523809523808,37.326280531734,11.440981179553773,11.228,8.723030309565141,0.4257247688109146,0,10,44.71959073921697,45.6955054713271,45.6955054713271,visitante,0.0,5.627142857142856,0,5.25,4.8,5.25,0,0,1.0
2711,16,94207,Guilherme,Fortaleza,ATA,6.24,1.6,-0.25,4.464375,0.0,29.003180708003363,11.440981179553773,6.779375,3.3487975257292164,0.3819632175734604,0,6,39.75614010946658,29.450687708565283,39.75614010946658,mandante,2.708928571428572,0.0,0,1.0666666666666669,1.05,1.0666666666666669,0,0,1.0
3540,16,82381,Juninho,América-MG,MEI,7.14,2.5,-1.0,12.5,2.976190476190476,33.504212725490554,11.440981179553773,4.992666666666667,6.4746561288851705,0.4718169474469893,0,3,14.52081910336974,29.450687708565283,14.52081910336974,mandante,3.633928571428571,0.0,0,6.5,3.6,6.5,0,0,1.0
2704,16,78117,Everaldo,Bahia,ATA,7.51,2.0,0.17,11.931875,5.416666666666666,27.688401589608702,11.440981179553773,5.718749999999999,3.312098831095047,0.2112430549675463,0,2,44.71959073921697,9.274065647802637,9.274065647802637,visitante,0.0,2.3895833333333334,0,0.625,0.7,0.625,0,0,1.0
2703,16,102096,Anderson Oliveira,Goiás,ATA,2.88,2.0,0.19,0.0,0.0,30.235611956042067,10.233664185277087,2.223333333333333,3.51884912934358,0.6020183104452766,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,3.3666666666666663,0.0,0,1.9,1.6,1.9,0,0,1.0
1810,16,38394,Thiago Heleno,Athletico-PR,ZAG,7.41,0.0,0.0,0.0,0.0,33.011010435886114,12.300290437300534,1.894375,4.036038169671492,0.37229860675089504,0,10,46.244533489365985,29.450687708565283,46.244533489365985,mandante,2.9178571428571427,0.0,0,4.533333333333334,0.6,4.533333333333334,0,0,1.0
1819,16,92855,Palacios,Cruzeiro,LAT,4.18,0.0,0.0,0.0,0.0,29.034141668550273,9.779530505336957,0.0,1.5171218032076286,0.23333333333333334,0,8,44.71959073921697,22.14286003747992,22.14286003747992,visitante,0.0,2.375,0,5.6,0.0,5.6,0,0,1.0
3576,16,81952,Willian Oliveira,Goiás,MEI,3.71,0.7,-0.78,0.0,0.0,33.20349228091644,11.440981179553773,4.0275,3.6611555279567383,0.7252037084478704,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,3.866666666666666,0.0,0,3.8,2.566666666666667,3.8,0,0,1.0
2700,16,61188,Gilberto,Cruzeiro,ATA,8.29,2.2,0.21,14.88125,7.8125,27.46091832966853,11.440981179553773,13.91875,5.6485695708712615,0.4465299132085237,0,8,44.71959073921697,22.14286003747992,22.14286003747992,visitante,0.0,4.420833333333333,0,1.325,3.6,1.325,0,0,1.0
1731,16,97468,Marçal,Botafogo,LAT,10.47,5.8,-0.05,6.25,0.0,35.99330178582605,12.371756133766226,2.256875,4.185306936239978,0.3086861342004543,0,13,87.82448407903422,29.450687708565283,87.82448407903422,mandante,5.8375,0.0,0,7.4,5.199999999999998,7.4,0,0,1.0
3722,16,101594,Hugo Moura,Athletico-PR,MEI,6.51,-0.3,-0.24,6.25,0.0,40.72068378271554,11.440981179553773,2.6975,4.036038169671492,0.3981047089176526,0,10,46.244533489365985,29.450687708565283,46.244533489365985,mandante,2.4595238095238097,0.0,0,1.8,2.65,1.8,0,0,1.0
1717,16,97899,Matheus Bahia,Bahia,LAT,3.3600000000000003,8.2,1.38,0.0,0.0,30.255859467872,11.791403606589105,0.0,1.8252807426837667,0.2405392758305727,0,2,44.71959073921697,9.274065647802637,9.274065647802637,visitante,0.0,2.63125,0,8.2,0.5,8.2,0,0,1.0
3692,16,111996,Julián Palacios,Goiás,MEI,5.71,0.0,0.0,5.388125,0.0,27.00122301176424,11.440981179553773,7.05375,4.812543662190484,0.4476712836045177,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,4.616666666666666,0.0,0,4.2,0.033333333333333284,4.2,0,0,1.0
3687,16,97908,Luís Oyama,Goiás,MEI,5.19,0.0,0.0,0.0,0.0,38.96584756799811,10.233664185277087,0.0,3.1048668788325706,0.30531914893617024,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,4.216666666666667,0.0,0,3.6,0.9,3.6,0,0,1.0
3686,16,101027,Diego,Goiás,MEI,6.23,0.0,0.0,6.25,0.0,32.61762199804059,11.440981179553773,3.63625,4.256255013066316,0.37976422853313396,0,4,30.299513612868395,29.450687708565283,30.299513612868395,mandante,4.279166666666667,0.0,0,0.0,0.0,0.0,0,0,1.0
