,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.640174259488792,1.2860928608887081,1.382053440300158,1.5542710406746199
1,Botafogo,1.5845443724099968,0.6354295385398844,1.043545875817096,1.6576795146914327
2,Corinthians,1.001627783719426,1.193876703299129,0.9784532257071498,1.1210415298198317
3,Bahia,1.6559636129282074,0.987150281427571,1.2296688089158934,1.1165490768744462
4,Fluminense,1.3235743661493278,0.8222855896076391,1.4181610166938725,1.7584190014022028
5,Vasco,1.1194374946578096,0.8744343813747694,0.8179212796926487,1.7184632756864588
6,Palmeiras,2.2905665991746296,0.9474363517318425,1.0275789527864392,0.8034931706591325
7,São Paulo,1.266164018719781,1.145825766820296,1.1249368980134042,1.1490817108039828
8,Santos,1.1087068944703273,1.0766109354757676,0.9105128997212139,1.3538833004289044
9,Bragantino,1.376458817104298,1.089776573425067,1.2103825476801704,1.5206739515118495
10,Atlético-MG,1.527387099997557,0.7079795022539773,1.0736063417583428,0.9253079708061849
11,Cruzeiro,1.631437059299096,1.038928487421273,1.4549233670034454,1.225933452586825
12,Grêmio,1.3501360161762221,1.8059835035522949,0.9509161529510125,1.7880981181372322
13,Internacional,1.175282229525595,1.3485687225787568,1.0523758620497947,1.3228095905893398
14,Goiás,0.8913172429851333,1.3088478550250748,1.1213243941920497,1.6008253886535495
15,Athletico-PR,1.4719866270113582,1.1146552705476371,0.9737382984848446,1.050494681610076
16,Coritiba,1.214064063565393,1.6390743813517799,0.6647111251738285,1.4662707812411728
17,América-MG,1.153802017908279,1.4935056693354545,1.1501817228577562,1.683031241754637
18,Fortaleza,1.7158366157946057,1.046782759863771,1.703659252447638,1.2726367856713336
19,Cuiabá,1.088596293135548,0.840879426327519,1.1865496786177117,1.7285411972047964
