,mandante,visitante,odds_mandante_percent,odds_empate_percent,odds_visitante_percent,odds_mandante,odds_empate,odds_visitante
0,Fluminense,Bahia,54.94505494505494,32.05128205128205,16.0,1.82,3.12,6.25
1,Athletico-PR,Corinthians,44.052863436123346,34.96503496503497,23.980815347721823,2.27,2.86,4.17
2,Fortaleza,Atlético-MG,34.96503496503497,37.03703703703704,30.959752321981426,2.86,2.7,3.23
3,Grêmio,Coritiba,52.083333333333336,34.96503496503497,16.0,1.92,2.86,6.25
4,Cruzeiro,São Paulo,38.02281368821293,37.03703703703704,28.011204481792717,2.63,2.7,3.57
5,Palmeiras,Botafogo,52.083333333333336,34.96503496503497,16.0,1.92,2.86,6.25
6,Santos,Flamengo,19.011406844106464,35.97122302158274,48.07692307692307,5.26,2.78,2.08
7,Bragantino,Goiás,55.865921787709496,34.01360544217687,13.003901170351103,1.79,2.94,7.69
8,América-MG,Internacional,34.96503496503497,38.02281368821293,30.03003003003003,2.86,2.63,3.33
