,atleta_id,apelido,ranking
0,84042,Tiquinho Soares,1
1,114802,Vitor Roque,2
2,79113,Víctor Cuesta,3
3,98605,Di Placido,4
4,89898,Róger Guedes,5
5,91260,Lucas Perri,6
6,41327,Vanderlei Luxemburgo,7
7,87863,Arrascaeta,8
8,94509,Raphael Veiga,9
9,71684,Gustavo Gómez,10
10,79631,Cano,11
11,112140,Bitello,12
12,89846,Cristaldo,13
13,105631,Bruno Lage,14
14,99815,Arias,15
15,95799,Artur,16
16,97145,Villasanti,17
17,87552,Vitor Bueno,18
18,38398,Renato Augusto,19
19,91573,Arboleda,20
