,atleta_id,apelido,clube_id,xG,clube
0,69318,Luis Suárez,284,5.038579738276719,Grêmio
1,83257,Gabriel,262,4.063529382341963,Flamengo
2,114802,Vitor Roque,293,3.9475385130366907,Athletico-PR
3,99818,Paulinho,282,3.8684024781618085,Atlético-MG
4,84042,Tiquinho Soares,263,3.8472134917234917,Botafogo
5,87470,Thaciano,265,3.6992167773778215,Bahia
6,61188,Gilberto,283,3.601177131498337,Cruzeiro
7,39148,Hulk,282,3.5204740835670605,Atlético-MG
8,89840,Calleri,276,3.337656633419568,São Paulo
9,101960,Vitinho,280,3.0241048079239854,Bragantino
10,123360,Cauly,265,3.011000241490753,Bahia
11,89898,Róger Guedes,264,3.00919905266199,Corinthians
12,101002,Júnior Santos,263,2.962980625405017,Botafogo
13,73850,Aloísio,327,2.933323540672046,América-MG
14,100652,Yuri Alberto,264,2.9025019751212207,Corinthians
15,92811,Bruno Rodrigues,283,2.8561712995929773,Cruzeiro
16,79631,Cano,266,2.759314592183448,Fluminense
17,80287,Luciano,276,2.7549315605561984,São Paulo
18,68920,Dudu,275,2.748647320283918,Palmeiras
19,115915,Lelê,266,2.6235238684672364,Fluminense
20,105811,Wesley,283,2.569872152033663,Cruzeiro
21,95799,Artur,275,2.529494149934591,Palmeiras
22,92708,Deyverson,1371,2.5163089738825666,Cuiabá
23,104666,Moisés,356,2.5107216586530576,Fortaleza
24,109497,Marcos Leonardo,277,2.4521348918856,Santos
25,94509,Raphael Veiga,275,2.4321659380552343,Palmeiras
26,101254,Alef Manga,294,2.4139085318122704,Coritiba
27,106822,Rodrigo Nestor,276,2.4101048132945353,São Paulo
28,90031,Mendoza,277,2.386679263264708,Santos
29,87098,Matheus Peixoto,290,2.37574962871174,Goiás
30,110759,John Kennedy,266,2.330794202217635,Fluminense
31,102928,Canobbio,293,2.2865672303953573,Athletico-PR
32,89846,Cristaldo,284,2.2586991863114836,Grêmio
33,94583,Pedro,262,2.2523146065052386,Flamengo
34,70360,Eduardo Sasha,280,2.2307028937027678,Bragantino
35,98225,Pedro Raul,267,2.229407834903434,Vasco
36,80196,Yago Pikachu,356,2.1744434059903277,Fortaleza
37,98022,Erick,293,2.1630916817562755,Athletico-PR
38,86757,Everton,262,2.147929993421303,Flamengo
39,60793,Alex Teixeira,267,2.0736096545460287,Vasco
40,84674,Lucas Evangelista,280,1.976422739287119,Bragantino
41,71844,Thiago Galhardo,356,1.949019449509143,Fortaleza
42,84817,Robson,294,1.9453699046492856,Coritiba
43,108946,Victor Sá,263,1.844848801700981,Botafogo
44,94207,Guilherme,356,1.8166940750115745,Fortaleza
45,96340,Lima,266,1.8047516233513563,Fluminense
46,86841,Boschilia,294,1.790026981726276,Coritiba
47,110760,Biel,265,1.7670981562475836,Bahia
48,72142,Danilo Avelar,327,1.7638792991376258,América-MG
49,109461,Calebe,356,1.7452516114186323,Fortaleza
50,93108,Mateus Vital,283,1.7167204721245182,Cruzeiro
51,99267,Pochettino,356,1.7056870490112708,Fortaleza
52,91607,Rony,275,1.6767691942279912,Palmeiras
53,72532,Maguinho,290,1.6642297444085812,Goiás
54,72583,Pedro Henrique,285,1.6591498028645189,Internacional
