,atleta_id,apelido,ranking
0,84042,Tiquinho Soares,1
1,39148,Hulk,2
2,87863,Arrascaeta,3
3,91664,Adryelson,4
4,79113,Víctor Cuesta,5
5,68708,Eduardo,6
6,99818,Paulinho,7
7,100079,Zaracho,8
8,109668,Hugo,9
9,43618,Luiz Felipe Scolari,10
10,87228,Guilherme Arana,11
11,69318,Luis Suárez,12
12,97145,Villasanti,13
13,111578,António Oliveira,14
14,72294,Everson,15
15,98605,Di Placido,16
16,111690,Matheus Cunha,17
17,88393,Ayrton Lucas,18
18,114802,Vitor Roque,19
19,89256,Gerson,20
